#Code	Version	Default	Labels	Char	Names
U+1F1F8 U+1F1EC	V6.0	emoji	flags	🇸🇬	flag Singapore
U+1F1F8 U+1F1ED	V6.0	emoji	flags	🇸🇭	flag Saint Helena
U+1F1F8 U+1F1EE	V6.0	emoji	flags	🇸🇮	flag Slovenia
U+1F1F8 U+1F1EF	V6.0	emoji	flags	🇸🇯	flag Svalbard and Jan Mayen
U+1F1F8 U+1F1F0	V6.0	emoji	flags	🇸🇰	flag Slovakia
U+1F1F8 U+1F1F1	V6.0	emoji	flags	🇸🇱	flag Sierra Leone
U+1F1F8 U+1F1F2	V6.0	emoji	flags	🇸🇲	flag San Marino
U+1F1F8 U+1F1F3	V6.0	emoji	flags	🇸🇳	flag Senegal
U+1F1F8 U+1F1F4	V6.0	emoji	flags	🇸🇴	flag Somalia
U+1F1F8 U+1F1F7	V6.0	emoji	flags	🇸🇷	flag Suriname
U+1F1F8 U+1F1F8	V6.0	emoji	flags	🇸🇸	flag South Sudan
U+1F1F8 U+1F1F9	V6.0	emoji	flags	🇸🇹	flag São Tomé and Príncipe
U+1F1F8 U+1F1FB	V6.0	emoji	flags	🇸🇻	flag El Salvador
U+1F1F8 U+1F1FD	V6.0	emoji	flags	🇸🇽	flag Sint Maarten
U+1F1F8 U+1F1FE	V6.0	emoji	flags	🇸🇾	flag Syria
U+1F1F8 U+1F1FF	V6.0	emoji	flags	🇸🇿	flag Swaziland
U+1F1F9 U+1F1E8	V6.0	emoji	flags	🇹🇨	flag Turks and Caicos Islands
U+1F1F9 U+1F1E9	V6.0	emoji	flags	🇹🇩	flag Chad
U+1F1F9 U+1F1EB	V6.0	emoji	flags	🇹🇫	flag French Southern Territories
U+1F1F9 U+1F1EC	V6.0	emoji	flags	🇹🇬	flag Togo
U+1F1F9 U+1F1ED	V6.0	emoji	flags	🇹🇭	flag Thailand
U+1F1F9 U+1F1EF	V6.0	emoji	flags	🇹🇯	flag Tajikistan
U+1F1F9 U+1F1F0	V6.0	emoji	flags	🇹🇰	flag Tokelau
U+1F1F9 U+1F1F1	V6.0	emoji	flags	🇹🇱	flag Timor-Leste
U+1F1F9 U+1F1F2	V6.0	emoji	flags	🇹🇲	flag Turkmenistan
U+1F1F9 U+1F1F3	V6.0	emoji	flags	🇹🇳	flag Tunisia
U+1F1F9 U+1F1F4	V6.0	emoji	flags	🇹🇴	flag Tonga
U+1F1F9 U+1F1F7	V6.0	emoji	flags	🇹🇷	flag Turkey
U+1F1F9 U+1F1F9	V6.0	emoji	flags	🇹🇹	flag Trinidad and Tobago
U+1F1F9 U+1F1FB	V6.0	emoji	flags	🇹🇻	flag Tuvalu
U+1F1F9 U+1F1FC	V6.0	emoji	flags	🇹🇼	flag Taiwan
U+1F1F9 U+1F1FF	V6.0	emoji	flags	🇹🇿	flag Tanzania
U+1F1FA U+1F1E6	V6.0	emoji	flags	🇺🇦	flag Ukraine
U+1F1FA U+1F1EC	V6.0	emoji	flags	🇺🇬	flag Uganda
U+1F1FA U+1F1F2	V6.0	emoji	flags	🇺🇲	flag U.S. Outlying Islands
U+1F1FA U+1F1F8	V6.0	emoji	flags	🇺🇸	flag United States
U+1F1FA U+1F1FE	V6.0	emoji	flags	🇺🇾	flag Uruguay
U+1F1FA U+1F1FF	V6.0	emoji	flags	🇺🇿	flag Uzbekistan
U+1F1FB U+1F1E6	V6.0	emoji	flags	🇻🇦	flag Vatican City
U+1F1FB U+1F1E8	V6.0	emoji	flags	🇻🇨	flag St. Vincent & Grenadines
U+1F1FB U+1F1EA	V6.0	emoji	flags	🇻🇪	flag Venezuela
U+1F1FB U+1F1EC	V6.0	emoji	flags	🇻🇬	flag British Virgin Islands
U+1F1FB U+1F1EE	V6.0	emoji	flags	🇻🇮	flag U.S. Virgin Islands
U+1F1FB U+1F1F3	V6.0	emoji	flags	🇻🇳	flag Vietnam
U+1F1FB U+1F1FA	V6.0	emoji	flags	🇻🇺	flag Vanuatu
U+1F1FC U+1F1EB	V6.0	emoji	flags	🇼🇫	flag Wallis and Futuna
U+1F1FC U+1F1F8	V6.0	emoji	flags	🇼🇸	flag Samoa
U+1F1FE U+1F1EA	V6.0	emoji	flags	🇾🇪	flag Yemen
U+1F1FE U+1F1F9	V6.0	emoji	flags	🇾🇹	flag Mayotte
U+1F1FF U+1F1E6	V6.0	emoji	flags	🇿🇦	flag South Africa
U+1F1FF U+1F1F2	V6.0	emoji	flags	🇿🇲	flag Zambia
U+1F1FF U+1F1FC	V6.0	emoji	flags	🇿🇼	flag Zimbabwe
U+1F1FD U+1F1F0	V6.0	emoji	flags	🇽🇰	flag Kosovo
U+1F600	V6.1	emoji	people faces	😀	GRINNING FACE
U+1F611	V6.1	emoji	people faces	😑	EXPRESSIONLESS FACE
U+1F615	V6.1	emoji	people faces	😕	CONFUSED FACE
U+1F617	V6.1	emoji	people faces	😗	KISSING FACE
U+1F619	V6.1	emoji	people faces	😙	KISSING FACE WITH SMILING EYES
U+1F61B	V6.1	emoji	people faces	😛	FACE WITH STUCK-OUT TONGUE
U+1F61F	V6.1	emoji	people faces	😟	WORRIED FACE
U+1F626	V6.1	emoji	people faces	😦	FROWNING FACE WITH OPEN MOUTH
U+1F627	V6.1	emoji	people faces	😧	ANGUISHED FACE
U+1F62C	V6.1	emoji	people faces	😬	GRIMACING FACE
U+1F62E	V6.1	emoji	people faces	😮	FACE WITH OPEN MOUTH
U+1F62F	V6.1	emoji	people faces	😯	HUSHED FACE
U+1F634	V6.1	emoji	people faces	😴	SLEEPING FACE
U+23F4	V7.0	text		⏴	BLACK MEDIUM LEFT-POINTING TRIANGLE
U+23F5	V7.0	text		⏵	BLACK MEDIUM RIGHT-POINTING TRIANGLE
U+23F6	V7.0	text		⏶	BLACK MEDIUM UP-POINTING TRIANGLE
U+23F7	V7.0	text		⏷	BLACK MEDIUM DOWN-POINTING TRIANGLE
U+23F8	V7.0	text		⏸	DOUBLE VERTICAL BAR
U+23F9	V7.0	text		⏹	BLACK SQUARE FOR STOP
U+23FA	V7.0	text		⏺	BLACK CIRCLE FOR RECORD
U+2700	V7.0	text		✀	BLACK SAFETY SCISSORS
U+1F0BF	V7.0	text	games	🂿	PLAYING CARD RED JOKER
U+1F0E0	V7.0	text	games	🃠	PLAYING CARD FOOL
U+1F0E1	V7.0	text	games	🃡	PLAYING CARD TRUMP-1
U+1F0E2	V7.0	text	games	🃢	PLAYING CARD TRUMP-2
U+1F0E3	V7.0	text	games	🃣	PLAYING CARD TRUMP-3
U+1F0E4	V7.0	text	games	🃤	PLAYING CARD TRUMP-4
U+1F0E5	V7.0	text	games	🃥	PLAYING CARD TRUMP-5
U+1F0E6	V7.0	text	games	🃦	PLAYING CARD TRUMP-6
U+1F0E7	V7.0	text	games	🃧	PLAYING CARD TRUMP-7
U+1F0E8	V7.0	text	games	🃨	PLAYING CARD TRUMP-8
U+1F0E9	V7.0	text	games	🃩	PLAYING CARD TRUMP-9
U+1F0EA	V7.0	text	games	🃪	PLAYING CARD TRUMP-10
U+1F0EB	V7.0	text	games	🃫	PLAYING CARD TRUMP-11
U+1F0EC	V7.0	text	games	🃬	PLAYING CARD TRUMP-12
U+1F0ED	V7.0	text	games	🃭	PLAYING CARD TRUMP-13
U+1F0EE	V7.0	text	games	🃮	PLAYING CARD TRUMP-14
U+1F0EF	V7.0	text	games	🃯	PLAYING CARD TRUMP-15
U+1F0F0	V7.0	text	games	🃰	PLAYING CARD TRUMP-16
U+1F0F1	V7.0	text	games	🃱	PLAYING CARD TRUMP-17
U+1F0F2	V7.0	text	games	🃲	PLAYING CARD TRUMP-18
U+1F0F3	V7.0	text	games	🃳	PLAYING CARD TRUMP-19
U+1F0F4	V7.0	text	games	🃴	PLAYING CARD TRUMP-20
U+1F0F5	V7.0	text	games	🃵	PLAYING CARD TRUMP-21
U+1F321	V7.0	emoji	weather	🌡	THERMOMETER
U+1F322	V7.0	emoji	weather	🌢	BLACK DROPLET
U+1F323	V7.0	emoji	weather	🌣	WHITE SUN
U+1F324	V7.0	emoji	weather	🌤	WHITE SUN WITH SMALL CLOUD
U+1F325	V7.0	emoji	weather	🌥	WHITE SUN BEHIND CLOUD
U+1F326	V7.0	emoji	weather	🌦	WHITE SUN BEHIND CLOUD WITH RAIN
U+1F327	V7.0	emoji	weather	🌧	CLOUD WITH RAIN
U+1F328	V7.0	emoji	weather	🌨	CLOUD WITH SNOW
U+1F329	V7.0	emoji	weather	🌩	CLOUD WITH LIGHTNING
U+1F32A	V7.0	emoji	weather	🌪	CLOUD WITH TORNADO
U+1F32B	V7.0	emoji	weather	🌫	FOG
U+1F32C	V7.0	emoji	weather	🌬	WIND BLOWING FACE
U+1F336	V7.0	emoji		🌶	HOT PEPPER
U+1F37D	V7.0	emoji		🍽	FORK AND KNIFE WITH PLATE
U+1F394	V7.0	emoji		🎔	HEART WITH TIP ON THE LEFT
U+1F395	V7.0	emoji		🎕	BOUQUET OF FLOWERS
U+1F396	V7.0	emoji		🎖	MILITARY MEDAL
U+1F397	V7.0	emoji		🎗	REMINDER RIBBON
U+1F398	V7.0	emoji		🎘	MUSICAL KEYBOARD WITH JACKS
U+1F399	V7.0	emoji		🎙	STUDIO MICROPHONE
U+1F39A	V7.0	emoji		🎚	LEVEL SLIDER
U+1F39B	V7.0	emoji		🎛	CONTROL KNOBS
U+1F39C	V7.0	emoji		🎜	BEAMED ASCENDING MUSICAL NOTES
U+1F39D	V7.0	emoji		🎝	BEAMED DESCENDING MUSICAL NOTES
U+1F39E	V7.0	emoji		🎞	FILM FRAMES
U+1F39F	V7.0	emoji		🎟	ADMISSION TICKETS
U+1F3C5	V7.0	emoji	sports	🏅	SPORTS MEDAL
U+1F3CB	V7.0	emoji	sports	🏋	WEIGHT LIFTER
U+1F3CC	V7.0	emoji	sports	🏌	GOLFER
U+1F3CD	V7.0	emoji	sports	🏍	RACING MOTORCYCLE
U+1F3CE	V7.0	emoji	sports	🏎	RACING CAR
U+1F3D4	V7.0	emoji	nature	🏔	SNOW CAPPED MOUNTAIN
U+1F3D5	V7.0	emoji	nature	🏕	CAMPING
U+1F3D6	V7.0	emoji	nature	🏖	BEACH WITH UMBRELLA
U+1F3D7	V7.0	emoji		🏗	BUILDING CONSTRUCTION
U+1F3D8	V7.0	emoji		🏘	HOUSE BUILDINGS
U+1F3D9	V7.0	emoji		🏙	CITYSCAPE
U+1F3DA	V7.0	emoji		🏚	DERELICT HOUSE BUILDING
U+1F3DB	V7.0	emoji		🏛	CLASSICAL BUILDING
U+1F3DC	V7.0	emoji	nature	🏜	DESERT
U+1F3DD	V7.0	emoji	nature	🏝	DESERT ISLAND
U+1F3DE	V7.0	emoji	nature	🏞	NATIONAL PARK
U+1F3DF	V7.0	emoji		🏟	STADIUM
U+1F3F1	V7.0	emoji	flags	🏱	WHITE PENNANT
U+1F3F2	V7.0	emoji	flags	🏲	BLACK PENNANT
U+1F3F3	V7.0	emoji	flags	🏳	WAVING WHITE FLAG
U+1F3F4	V7.0	emoji	flags	🏴	WAVING BLACK FLAG
U+1F3F5	V7.0	emoji		🏵	ROSETTE
U+1F3F6	V7.0	emoji		🏶	BLACK ROSETTE
U+1F3F7	V7.0	emoji		🏷	LABEL
U+1F43F	V7.0	emoji	nature	🐿	CHIPMUNK
U+1F441	V7.0	emoji		👁	EYE
U+1F4F8	V7.0	emoji		📸	CAMERA WITH FLASH
U+1F4FD	V7.0	emoji		📽	FILM PROJECTOR
U+1F4FE	V7.0	emoji		📾	PORTABLE STEREO
U+1F53E	V7.0	emoji		🔾	LOWER RIGHT SHADOWED WHITE CIRCLE
U+1F53F	V7.0	emoji		🔿	UPPER RIGHT SHADOWED WHITE CIRCLE
U+1F544	V7.0	emoji		🕄	NOTCHED RIGHT SEMICIRCLE WITH THREE DOTS
U+1F545	V7.0	emoji		🕅	SYMBOL FOR MARKS CHAPTER
U+1F546	V7.0	emoji		🕆	WHITE LATIN CROSS
U+1F547	V7.0	emoji		🕇	HEAVY LATIN CROSS
U+1F548	V7.0	emoji		🕈	CELTIC CROSS
U+1F549	V7.0	emoji		🕉	OM SYMBOL
U+1F54A	V7.0	emoji		🕊	DOVE OF PEACE
U+1F568	V7.0	emoji		🕨	RIGHT SPEAKER
U+1F569	V7.0	emoji		🕩	RIGHT SPEAKER WITH ONE SOUND WAVE
U+1F56A	V7.0	emoji		🕪	RIGHT SPEAKER WITH THREE SOUND WAVES
U+1F56B	V7.0	emoji		🕫	BULLHORN
U+1F56C	V7.0	emoji		🕬	BULLHORN WITH SOUND WAVES
U+1F56D	V7.0	emoji		🕭	RINGING BELL
U+1F56E	V7.0	emoji		🕮	BOOK
U+1F56F	V7.0	emoji		🕯	CANDLE
U+1F570	V7.0	emoji		🕰	MANTELPIECE CLOCK
U+1F571	V7.0	emoji		🕱	BLACK SKULL AND CROSSBONES
U+1F572	V7.0	emoji		🕲	NO PIRACY
U+1F573	V7.0	emoji		🕳	HOLE
U+1F574	V7.0	emoji	people	🕴	MAN IN BUSINESS SUIT LEVITATING
U+1F575	V7.0	emoji	people	🕵	SLEUTH OR SPY
U+1F576	V7.0	emoji		🕶	DARK SUNGLASSES
U+1F577	V7.0	emoji		🕷	SPIDER
U+1F578	V7.0	emoji		🕸	SPIDER WEB
U+1F579	V7.0	emoji		🕹	JOYSTICK
U+1F57B	V7.0	emoji		🕻	LEFT HAND TELEPHONE RECEIVER
U+1F57C	V7.0	emoji		🕼	TELEPHONE RECEIVER WITH PAGE
U+1F57D	V7.0	emoji		🕽	RIGHT HAND TELEPHONE RECEIVER
U+1F57E	V7.0	emoji		🕾	WHITE TOUCHTONE TELEPHONE
U+1F57F	V7.0	emoji		🕿	BLACK TOUCHTONE TELEPHONE
U+1F580	V7.0	emoji		🖀	TELEPHONE ON TOP OF MODEM
U+1F581	V7.0	emoji		🖁	CLAMSHELL MOBILE PHONE
U+1F582	V7.0	emoji		🖂	BACK OF ENVELOPE
U+1F583	V7.0	emoji		🖃	STAMPED ENVELOPE
U+1F584	V7.0	emoji		🖄	ENVELOPE WITH LIGHTNING
U+1F585	V7.0	emoji		🖅	FLYING ENVELOPE
U+1F586	V7.0	emoji		🖆	PEN OVER STAMPED ENVELOPE
U+1F587	V7.0	emoji		🖇	LINKED PAPERCLIPS
U+1F588	V7.0	emoji		🖈	BLACK PUSHPIN
U+1F589	V7.0	emoji		🖉	LOWER LEFT PENCIL
U+1F58A	V7.0	emoji		🖊	LOWER LEFT BALLPOINT PEN
U+1F58B	V7.0	emoji		🖋	LOWER LEFT FOUNTAIN PEN
U+1F58C	V7.0	emoji		🖌	LOWER LEFT PAINTBRUSH
U+1F58D	V7.0	emoji		🖍	LOWER LEFT CRAYON
U+1F58E	V7.0	emoji	people	🖎	LEFT WRITING HAND
U+1F58F	V7.0	emoji	people	🖏	TURNED OK HAND SIGN
U+1F590	V7.0	emoji	people hands	🖐	RAISED HAND WITH FINGERS SPLAYED
U+1F591	V7.0	emoji	people hands	🖑	REVERSED RAISED HAND WITH FINGERS SPLAYED
U+1F592	V7.0	emoji	people	🖒	REVERSED THUMBS UP SIGN
U+1F593	V7.0	emoji	people	🖓	REVERSED THUMBS DOWN SIGN
U+1F594	V7.0	emoji	people	🖔	REVERSED VICTORY HAND
U+1F595	V7.0	emoji	people hands	🖕	REVERSED HAND WITH MIDDLE FINGER EXTENDED
U+1F596	V7.0	emoji	people hands	🖖	RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS
U+1F597	V7.0	emoji	people	🖗	WHITE DOWN POINTING LEFT HAND INDEX
U+1F598	V7.0	emoji	people	🖘	SIDEWAYS WHITE LEFT POINTING INDEX
U+1F599	V7.0	emoji	people	🖙	SIDEWAYS WHITE RIGHT POINTING INDEX
U+1F59A	V7.0	emoji	people	🖚	SIDEWAYS BLACK LEFT POINTING INDEX
U+1F59B	V7.0	emoji	people	🖛	SIDEWAYS BLACK RIGHT POINTING INDEX
U+1F59C	V7.0	emoji	people	🖜	BLACK LEFT POINTING BACKHAND INDEX
U+1F59D	V7.0	emoji	people	🖝	BLACK RIGHT POINTING BACKHAND INDEX
U+1F59E	V7.0	emoji	people	🖞	SIDEWAYS WHITE UP POINTING INDEX
U+1F59F	V7.0	emoji	people	🖟	SIDEWAYS WHITE DOWN POINTING INDEX
U+1F5A0	V7.0	emoji	people	🖠	SIDEWAYS BLACK UP POINTING INDEX
U+1F5A1	V7.0	emoji	people	🖡	SIDEWAYS BLACK DOWN POINTING INDEX
U+1F5A2	V7.0	emoji	people	🖢	BLACK UP POINTING BACKHAND INDEX
U+1F5A3	V7.0	emoji	people	🖣	BLACK DOWN POINTING BACKHAND INDEX
U+1F5A5	V7.0	emoji		🖥	DESKTOP COMPUTER
U+1F5A6	V7.0	emoji		🖦	KEYBOARD AND MOUSE
U+1F5A7	V7.0	emoji		🖧	THREE NETWORKED COMPUTERS
U+1F5A8	V7.0	emoji		🖨	PRINTER
U+1F5A9	V7.0	emoji		🖩	POCKET CALCULATOR
U+1F5AA	V7.0	emoji		🖪	BLACK HARD SHELL FLOPPY DISK
U+1F5AB	V7.0	emoji		🖫	WHITE HARD SHELL FLOPPY DISK
U+1F5AC	V7.0	emoji		🖬	SOFT SHELL FLOPPY DISK
U+1F5AD	V7.0	emoji		🖭	TAPE CARTRIDGE
U+1F5AE	V7.0	emoji		🖮	WIRED KEYBOARD
U+1F5AF	V7.0	emoji		🖯	ONE BUTTON MOUSE
U+1F5B0	V7.0	emoji		🖰	TWO BUTTON MOUSE
U+1F5B1	V7.0	emoji		🖱	THREE BUTTON MOUSE
U+1F5B2	V7.0	emoji		🖲	TRACKBALL
U+1F5B3	V7.0	emoji		🖳	OLD PERSONAL COMPUTER
U+1F5B4	V7.0	emoji		🖴	HARD DISK
U+1F5B5	V7.0	emoji		🖵	SCREEN
U+1F5B6	V7.0	emoji		🖶	PRINTER ICON
U+1F5B7	V7.0	emoji		🖷	FAX ICON
U+1F5B8	V7.0	emoji		🖸	OPTICAL DISC ICON
U+1F5B9	V7.0	emoji		🖹	DOCUMENT WITH TEXT
U+1F5BA	V7.0	emoji		🖺	DOCUMENT WITH TEXT AND PICTURE
U+1F5BB	V7.0	emoji		🖻	DOCUMENT WITH PICTURE
U+1F5BC	V7.0	emoji		🖼	FRAME WITH PICTURE
U+1F5BD	V7.0	emoji		🖽	FRAME WITH TILES
U+1F5BE	V7.0	emoji		🖾	FRAME WITH AN X
U+1F5BF	V7.0	emoji		🖿	BLACK FOLDER
U+1F5C0	V7.0	emoji		🗀	FOLDER
U+1F5C1	V7.0	emoji		🗁	OPEN FOLDER
U+1F5C2	V7.0	emoji		🗂	CARD INDEX DIVIDERS
U+1F5C3	V7.0	emoji		🗃	CARD FILE BOX
U+1F5C4	V7.0	emoji		🗄	FILE CABINET
U+1F5C5	V7.0	emoji		🗅	EMPTY NOTE
U+1F5C6	V7.0	emoji		🗆	EMPTY NOTE PAGE
U+1F5C7	V7.0	emoji		🗇	EMPTY NOTE PAD
U+1F5C8	V7.0	emoji		🗈	NOTE
U+1F5C9	V7.0	emoji		🗉	NOTE PAGE
U+1F5CA	V7.0	emoji		🗊	NOTE PAD
U+1F5CB	V7.0	emoji		🗋	EMPTY DOCUMENT
U+1F5CC	V7.0	emoji		🗌	EMPTY PAGE
U+1F5CD	V7.0	emoji		🗍	EMPTY PAGES
U+1F5CE	V7.0	emoji		🗎	DOCUMENT
U+1F5CF	V7.0	emoji		🗏	PAGE
U+1F5D0	V7.0	emoji		🗐	PAGES
U+1F5D1	V7.0	emoji		🗑	WASTEBASKET
U+1F5D2	V7.0	emoji		🗒	SPIRAL NOTE PAD
U+1F5D3	V7.0	emoji		🗓	SPIRAL CALENDAR PAD
U+1F5D4	V7.0	emoji		🗔	DESKTOP WINDOW
U+1F5D5	V7.0	emoji		🗕	MINIMIZE
U+1F5D6	V7.0	emoji		🗖	MAXIMIZE
U+1F5D7	V7.0	emoji		🗗	OVERLAP
U+1F5D8	V7.0	emoji		🗘	CLOCKWISE RIGHT AND LEFT SEMICIRCLE ARROWS
U+1F5D9	V7.0	emoji		🗙	CANCELLATION X
U+1F5DA	V7.0	emoji		🗚	INCREASE FONT SIZE SYMBOL
U+1F5DB	V7.0	emoji		🗛	DECREASE FONT SIZE SYMBOL
U+1F5DC	V7.0	emoji		🗜	COMPRESSION
U+1F5DD	V7.0	emoji		🗝	OLD KEY
U+1F5DE	V7.0	emoji		🗞	ROLLED-UP NEWSPAPER
U+1F5DF	V7.0	emoji		🗟	PAGE WITH CIRCLED TEXT
U+1F5E0	V7.0	emoji		🗠	STOCK CHART
U+1F5E1	V7.0	emoji		🗡	DAGGER KNIFE
U+1F5E2	V7.0	emoji	people	🗢	LIPS
U+1F5E3	V7.0	emoji	people	🗣	SPEAKING HEAD IN SILHOUETTE
U+1F5E4	V7.0	emoji	bubbles	🗤	THREE RAYS ABOVE
U+1F5E5	V7.0	emoji	bubbles	🗥	THREE RAYS BELOW
U+1F5E6	V7.0	emoji	bubbles	🗦	THREE RAYS LEFT
U+1F5E7	V7.0	emoji	bubbles	🗧	THREE RAYS RIGHT
U+1F5E8	V7.0	emoji	bubbles	🗨	LEFT SPEECH BUBBLE
U+1F5E9	V7.0	emoji	bubbles	🗩	RIGHT SPEECH BUBBLE
U+1F5EA	V7.0	emoji	bubbles	🗪	TWO SPEECH BUBBLES
U+1F5EB	V7.0	emoji	bubbles	🗫	THREE SPEECH BUBBLES
U+1F5EC	V7.0	emoji	bubbles	🗬	LEFT THOUGHT BUBBLE
U+1F5ED	V7.0	emoji	bubbles	🗭	RIGHT THOUGHT BUBBLE
U+1F5EE	V7.0	emoji	bubbles	🗮	LEFT ANGER BUBBLE
U+1F5EF	V7.0	emoji	bubbles	🗯	RIGHT ANGER BUBBLE
U+1F5F0	V7.0	emoji	bubbles	🗰	MOOD BUBBLE
U+1F5F1	V7.0	emoji	bubbles	🗱	LIGHTNING MOOD BUBBLE
U+1F5F2	V7.0	emoji		🗲	LIGHTNING MOOD
U+1F5F3	V7.0	emoji		🗳	BALLOT BOX WITH BALLOT
U+1F5F4	V7.0	emoji		🗴	BALLOT SCRIPT X
U+1F5F5	V7.0	emoji		🗵	BALLOT BOX WITH SCRIPT X
U+1F5F6	V7.0	emoji		🗶	BALLOT BOLD SCRIPT X
U+1F5F7	V7.0	emoji		🗷	BALLOT BOX WITH BOLD SCRIPT X
U+1F5F8	V7.0	emoji		🗸	LIGHT CHECK MARK
U+1F5F9	V7.0	emoji		🗹	BALLOT BOX WITH BOLD CHECK
U+1F5FA	V7.0	emoji		🗺	WORLD MAP
U+1F641	V7.0	emoji	people faces	🙁	SLIGHTLY FROWNING FACE
U+1F642	V7.0	emoji	people faces	🙂	SLIGHTLY SMILING FACE
U+1F6C6	V7.0	emoji		🛆	TRIANGLE WITH ROUNDED CORNERS
U+1F6C7	V7.0	emoji		🛇	PROHIBITED SIGN
U+1F6C8	V7.0	emoji		🛈	CIRCLED INFORMATION SOURCE
U+1F6C9	V7.0	emoji	people	🛉	BOYS SYMBOL
U+1F6CA	V7.0	emoji	people	🛊	GIRLS SYMBOL
U+1F6CB	V7.0	emoji		🛋	COUCH AND LAMP
U+1F6CC	V7.0	emoji		🛌	SLEEPING ACCOMMODATION
U+1F6CD	V7.0	emoji		🛍	SHOPPING BAGS
U+1F6CE	V7.0	emoji		🛎	BELLHOP BELL
U+1F6CF	V7.0	emoji		🛏	BED
U+1F6E0	V7.0	emoji		🛠	HAMMER AND WRENCH
U+1F6E1	V7.0	emoji		🛡	SHIELD
U+1F6E2	V7.0	emoji		🛢	OIL DRUM
U+1F6E3	V7.0	emoji	transport	🛣	MOTORWAY
U+1F6E4	V7.0	emoji	transport	🛤	RAILWAYS TRACK
U+1F6E5	V7.0	emoji	transport	🛥	MOTOR BOAT
U+1F6E6	V7.0	emoji	transport	🛦	UP-POINTING MILITARY AIRPLANE
U+1F6E7	V7.0	emoji	transport	🛧	UP-POINTING AIRPLANE
U+1F6E8	V7.0	emoji	transport	🛨	UP-POINTING SMALL AIRPLANE
U+1F6E9	V7.0	emoji	transport	🛩	SMALL AIRPLANE
U+1F6EA	V7.0	emoji	transport	🛪	NORTHEAST-POINTING AIRPLANE
U+1F6EB	V7.0	emoji	transport	🛫	AIRPLANE DEPARTURE
U+1F6EC	V7.0	emoji	transport	🛬	AIRPLANE ARRIVING
U+1F6F0	V7.0	emoji		🛰	SATELLITE
U+1F6F1	V7.0	emoji	transport	🛱	ONCOMING FIRE ENGINE
U+1F6F2	V7.0	emoji	transport	🛲	DIESEL LOCOMOTIVE
U+1F6F3	V7.0	emoji	transport	🛳	PASSENGER SHIP
