# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
1F4E1 ;	emoji ;	859 ;	antenna, communication, dish, objects-android, objects-apple, office, satellite ;	j 	# V6.0 (📡) satellite antenna
1F3C1 ;	emoji ;	860 ;	checkered, chequered, flag, objects-apple, places-android, sport ;	j 	# V6.0 (🏁) chequered flag
1F3F3 ;	text ;	861 ;	flag, waving ;	w 	# V7.0 (🏳) waving white flag
1F3F4 ;	emoji ;	862 ;	flag, waving ;	x 	# V7.0 (🏴) waving black flag
1F6A9 ;	emoji ;	863 ;	flag, places-apple, post, symbols-android, travel ;	j 	# V6.0 (🚩) triangular flag on post
1F1E6 1F1EB ;	emoji ;	864 ;	afghanistan, flag ;	x 	# V6.0 (🇦🇫) flag for Afghanistan
1F1E6 1F1FD ;	emoji ;	865 ;	åland, flag, islands ;	x 	# V6.0 (🇦🇽) flag for Åland Islands
1F1E6 1F1F1 ;	emoji ;	866 ;	albania, flag ;	x 	# V6.0 (🇦🇱) flag for Albania
1F1E9 1F1FF ;	emoji ;	867 ;	algeria, flag ;	x 	# V6.0 (🇩🇿) flag for Algeria
1F1E6 1F1F8 ;	emoji ;	868 ;	american, flag, samoa ;	x 	# V6.0 (🇦🇸) flag for American Samoa
1F1E6 1F1E9 ;	emoji ;	869 ;	andorra, flag ;	x 	# V6.0 (🇦🇩) flag for Andorra
1F1E6 1F1F4 ;	emoji ;	870 ;	angola, flag ;	x 	# V6.0 (🇦🇴) flag for Angola
1F1E6 1F1EE ;	emoji ;	871 ;	anguilla, flag ;	x 	# V6.0 (🇦🇮) flag for Anguilla
1F1E6 1F1F6 ;	emoji ;	872 ;	antarctica, flag ;	x 	# V6.0 (🇦🇶) flag for Antarctica
1F1E6 1F1EC ;	emoji ;	873 ;	antigua, barbuda, flag ;	x 	# V6.0 (🇦🇬) flag for Antigua & Barbuda
1F1E6 1F1F7 ;	emoji ;	874 ;	argentina, flag ;	x 	# V6.0 (🇦🇷) flag for Argentina
1F1E6 1F1F2 ;	emoji ;	875 ;	armenia, flag ;	x 	# V6.0 (🇦🇲) flag for Armenia
1F1E6 1F1FC ;	emoji ;	876 ;	aruba, flag ;	x 	# V6.0 (🇦🇼) flag for Aruba
1F1E6 1F1E8 ;	emoji ;	877 ;	ascension, flag, island ;	x 	# V6.0 (🇦🇨) flag for Ascension Island
1F1E6 1F1FA ;	emoji ;	878 ;	australia, flag ;	x 	# V6.0 (🇦🇺) flag for Australia
1F1E6 1F1F9 ;	emoji ;	879 ;	austria, flag ;	x 	# V6.0 (🇦🇹) flag for Austria
1F1E6 1F1FF ;	emoji ;	880 ;	azerbaijan, flag ;	x 	# V6.0 (🇦🇿) flag for Azerbaijan
1F1E7 1F1F8 ;	emoji ;	881 ;	bahamas, flag ;	x 	# V6.0 (🇧🇸) flag for Bahamas
1F1E7 1F1ED ;	emoji ;	882 ;	bahrain, flag ;	x 	# V6.0 (🇧🇭) flag for Bahrain
1F1E7 1F1E9 ;	emoji ;	883 ;	bangladesh, flag ;	x 	# V6.0 (🇧🇩) flag for Bangladesh
1F1E7 1F1E7 ;	emoji ;	884 ;	barbados, flag ;	x 	# V6.0 (🇧🇧) flag for Barbados
1F1E7 1F1FE ;	emoji ;	885 ;	belarus, flag ;	x 	# V6.0 (🇧🇾) flag for Belarus
1F1E7 1F1EA ;	emoji ;	886 ;	belgium, flag ;	x 	# V6.0 (🇧🇪) flag for Belgium
1F1E7 1F1FF ;	emoji ;	887 ;	belize, flag ;	x 	# V6.0 (🇧🇿) flag for Belize
1F1E7 1F1EF ;	emoji ;	888 ;	benin, flag ;	x 	# V6.0 (🇧🇯) flag for Benin
1F1E7 1F1F2 ;	emoji ;	889 ;	bermuda, flag ;	x 	# V6.0 (🇧🇲) flag for Bermuda
1F1E7 1F1F9 ;	emoji ;	890 ;	bhutan, flag ;	x 	# V6.0 (🇧🇹) flag for Bhutan
1F1E7 1F1F4 ;	emoji ;	891 ;	bolivia, flag, plurinational ;	x 	# V6.0 (🇧🇴) flag for Bolivia
1F1E7 1F1E6 ;	emoji ;	892 ;	bosnia, flag, herzegovina ;	x 	# V6.0 (🇧🇦) flag for Bosnia & Herzegovina
1F1E7 1F1FC ;	emoji ;	893 ;	botswana, flag ;	x 	# V6.0 (🇧🇼) flag for Botswana
1F1E7 1F1FB ;	emoji ;	894 ;	bouvet, flag, island ;	x 	# V6.0 (🇧🇻) flag for Bouvet Island
1F1E7 1F1F7 ;	emoji ;	895 ;	brazil, flag ;	x 	# V6.0 (🇧🇷) flag for Brazil
1F1EE 1F1F4 ;	emoji ;	896 ;	british, flag, indian, ocean, territory ;	x 	# V6.0 (🇮🇴) flag for British Indian Ocean Territory
1F1FB 1F1EC ;	emoji ;	897 ;	british, flag, islands, virgin ;	x 	# V6.0 (🇻🇬) flag for British Virgin Islands
1F1E7 1F1F3 ;	emoji ;	898 ;	brunei, darussalam, flag ;	x 	# V6.0 (🇧🇳) flag for Brunei
1F1E7 1F1EC ;	emoji ;	899 ;	bulgaria, flag ;	x 	# V6.0 (🇧🇬) flag for Bulgaria
1F1E7 1F1EB ;	emoji ;	900 ;	burkina, faso, flag ;	x 	# V6.0 (🇧🇫) flag for Burkina Faso
1F1E7 1F1EE ;	emoji ;	901 ;	burundi, flag ;	x 	# V6.0 (🇧🇮) flag for Burundi
1F1F0 1F1ED ;	emoji ;	902 ;	cambodia, flag ;	x 	# V6.0 (🇰🇭) flag for Cambodia
1F1E8 1F1F2 ;	emoji ;	903 ;	cameroon, flag ;	x 	# V6.0 (🇨🇲) flag for Cameroon
1F1E8 1F1E6 ;	emoji ;	904 ;	canada, flag ;	x 	# V6.0 (🇨🇦) flag for Canada
1F1EE 1F1E8 ;	emoji ;	905 ;	canary, flag, islands ;	x 	# V6.0 (🇮🇨) flag for Canary Islands
1F1E8 1F1FB ;	emoji ;	906 ;	cabo, cape, flag, verde ;	x 	# V6.0 (🇨🇻) flag for Cape Verde
1F1E7 1F1F6 ;	emoji ;	907 ;	bonaire, caribbean, eustatius, flag, netherlands, saba, sint ;	x 	# V6.0 (🇧🇶) flag for Caribbean Netherlands
1F1F0 1F1FE ;	emoji ;	908 ;	cayman, flag, islands ;	x 	# V6.0 (🇰🇾) flag for Cayman Islands
1F1E8 1F1EB ;	emoji ;	909 ;	african, central, flag, republic ;	x 	# V6.0 (🇨🇫) flag for Central African Republic
1F1EA 1F1E6 ;	emoji ;	910 ;	ceuta, flag, melilla ;	x 	# V6.0 (🇪🇦) flag for Ceuta & Melilla
1F1F9 1F1E9 ;	emoji ;	911 ;	chad, flag ;	x 	# V6.0 (🇹🇩) flag for Chad
1F1E8 1F1F1 ;	emoji ;	912 ;	chile, flag ;	x 	# V6.0 (🇨🇱) flag for Chile
1F1E8 1F1F3 ;	emoji ;	913 ;	china, flag, other-android, places-apple ;	j 	# V6.0 (🇨🇳) flag for China
1F1E8 1F1FD ;	emoji ;	914 ;	christmas, flag, island ;	x 	# V6.0 (🇨🇽) flag for Christmas Island
1F1E8 1F1F5 ;	emoji ;	915 ;	clipperton, flag, island ;	x 	# V6.0 (🇨🇵) flag for Clipperton Island
1F1E8 1F1E8 ;	emoji ;	916 ;	cocos, flag, islands, keeling ;	x 	# V6.0 (🇨🇨) flag for Cocos  Islands
1F1E8 1F1F4 ;	emoji ;	917 ;	colombia, flag ;	x 	# V6.0 (🇨🇴) flag for Colombia
1F1F0 1F1F2 ;	emoji ;	918 ;	comoros, flag ;	x 	# V6.0 (🇰🇲) flag for Comoros
1F1E8 1F1EC ;	emoji ;	919 ;	brazzaville, congo, flag, rep., republic ;	x 	# V6.0 (🇨🇬) flag for Congo - Brazzaville
1F1E8 1F1E9 ;	emoji ;	920 ;	congo, dem., democratic, flag, kinshasa, rep., republic ;	x 	# V6.0 (🇨🇩) flag for Congo - Kinshasa
1F1E8 1F1F0 ;	emoji ;	921 ;	cook, flag, islands ;	x 	# V6.0 (🇨🇰) flag for Cook Islands
1F1E8 1F1F7 ;	emoji ;	922 ;	costa, flag, rica ;	x 	# V6.0 (🇨🇷) flag for Costa Rica
1F1E8 1F1EE ;	emoji ;	923 ;	coast, cote, côte, flag, ivoire, ivory ;	x 	# V6.0 (🇨🇮) flag for Côte d’Ivoire
1F1ED 1F1F7 ;	emoji ;	924 ;	croatia, flag ;	x 	# V6.0 (🇭🇷) flag for Croatia
1F1E8 1F1FA ;	emoji ;	925 ;	cuba, flag ;	x 	# V6.0 (🇨🇺) flag for Cuba
1F1E8 1F1FC ;	emoji ;	926 ;	antilles, curacao, curaçao, flag, netherlands ;	x 	# V6.0 (🇨🇼) flag for Curaçao
1F1E8 1F1FE ;	emoji ;	927 ;	cyprus, flag ;	x 	# V6.0 (🇨🇾) flag for Cyprus
1F1E8 1F1FF ;	emoji ;	928 ;	czech, flag, republic ;	x 	# V6.0 (🇨🇿) flag for Czech Republic
1F1E9 1F1F0 ;	emoji ;	929 ;	denmark, flag ;	x 	# V6.0 (🇩🇰) flag for Denmark
1F1E9 1F1EC ;	emoji ;	930 ;	diego, flag, garcia ;	x 	# V6.0 (🇩🇬) flag for Diego Garcia
1F1E9 1F1EF ;	emoji ;	931 ;	djibouti, flag ;	x 	# V6.0 (🇩🇯) flag for Djibouti
1F1E9 1F1F2 ;	emoji ;	932 ;	dominica, flag ;	x 	# V6.0 (🇩🇲) flag for Dominica
1F1E9 1F1F4 ;	emoji ;	933 ;	dominica, dominican, flag, republic ;	x 	# V6.0 (🇩🇴) flag for Dominican Republic
1F1EA 1F1E8 ;	emoji ;	934 ;	ecuador, flag ;	x 	# V6.0 (🇪🇨) flag for Ecuador
1F1EA 1F1EC ;	emoji ;	935 ;	arab, egypt, flag, rep. ;	x 	# V6.0 (🇪🇬) flag for Egypt
1F1F8 1F1FB ;	emoji ;	936 ;	el, flag, salvador ;	x 	# V6.0 (🇸🇻) flag for El Salvador
1F1EC 1F1F6 ;	emoji ;	937 ;	equatorial, flag, guinea ;	x 	# V6.0 (🇬🇶) flag for Equatorial Guinea
1F1EA 1F1F7 ;	emoji ;	938 ;	eritrea, flag ;	x 	# V6.0 (🇪🇷) flag for Eritrea
1F1EA 1F1EA ;	emoji ;	939 ;	estonia, flag ;	x 	# V6.0 (🇪🇪) flag for Estonia
1F1EA 1F1F9 ;	emoji ;	940 ;	ethiopia, flag ;	x 	# V6.0 (🇪🇹) flag for Ethiopia
1F1EA 1F1FA ;	emoji ;	941 ;	european, flag, union ;	x 	# V6.0 (🇪🇺) flag for European Union
1F1EB 1F1F0 ;	emoji ;	942 ;	falkland, flag, islands, islas, malvinas ;	x 	# V6.0 (🇫🇰) flag for Falkland Islands
1F1EB 1F1F4 ;	emoji ;	943 ;	faeroe, faroe, flag, islands ;	x 	# V6.0 (🇫🇴) flag for Faroe Islands
1F1EB 1F1EF ;	emoji ;	944 ;	fiji, flag ;	x 	# V6.0 (🇫🇯) flag for Fiji
1F1EB 1F1EE ;	emoji ;	945 ;	finland, flag ;	x 	# V6.0 (🇫🇮) flag for Finland
1F1EB 1F1F7 ;	emoji ;	946 ;	flag, france, other-android, places-apple ;	j 	# V6.0 (🇫🇷) flag for France
1F1EC 1F1EB ;	emoji ;	947 ;	flag, french, guiana ;	x 	# V6.0 (🇬🇫) flag for French Guiana
1F1F5 1F1EB ;	emoji ;	948 ;	flag, french, polynesia ;	x 	# V6.0 (🇵🇫) flag for French Polynesia
1F1F9 1F1EB ;	emoji ;	949 ;	flag, french, southern, territories ;	x 	# V6.0 (🇹🇫) flag for French Southern Territories
1F1EC 1F1E6 ;	emoji ;	950 ;	flag, gabon ;	x 	# V6.0 (🇬🇦) flag for Gabon
1F1EC 1F1F2 ;	emoji ;	951 ;	flag, gambia ;	x 	# V6.0 (🇬🇲) flag for Gambia
1F1EC 1F1EA ;	emoji ;	952 ;	flag, georgia ;	x 	# V6.0 (🇬🇪) flag for Georgia
1F1E9 1F1EA ;	emoji ;	953 ;	flag, germany, other-android, places-apple ;	j 	# V6.0 (🇩🇪) flag for Germany
1F1EC 1F1ED ;	emoji ;	954 ;	flag, ghana ;	x 	# V6.0 (🇬🇭) flag for Ghana
1F1EC 1F1EE ;	emoji ;	955 ;	flag, gibraltar ;	x 	# V6.0 (🇬🇮) flag for Gibraltar
1F1EC 1F1F7 ;	emoji ;	956 ;	flag, greece ;	x 	# V6.0 (🇬🇷) flag for Greece
1F1EC 1F1F1 ;	emoji ;	957 ;	flag, greenland ;	x 	# V6.0 (🇬🇱) flag for Greenland
1F1EC 1F1E9 ;	emoji ;	958 ;	flag, grenada ;	x 	# V6.0 (🇬🇩) flag for Grenada
1F1EC 1F1F5 ;	emoji ;	959 ;	flag, guadeloupe ;	x 	# V6.0 (🇬🇵) flag for Guadeloupe
1F1EC 1F1FA ;	emoji ;	960 ;	flag, guam ;	x 	# V6.0 (🇬🇺) flag for Guam
1F1EC 1F1F9 ;	emoji ;	961 ;	flag, guatemala ;	x 	# V6.0 (🇬🇹) flag for Guatemala
1F1EC 1F1EC ;	emoji ;	962 ;	channel, flag, guernsey, islands ;	x 	# V6.0 (🇬🇬) flag for Guernsey
1F1EC 1F1F3 ;	emoji ;	963 ;	flag, guinea ;	x 	# V6.0 (🇬🇳) flag for Guinea
1F1EC 1F1FC ;	emoji ;	964 ;	bissau, flag, guinea ;	x 	# V6.0 (🇬🇼) flag for Guinea-Bissau
1F1EC 1F1FE ;	emoji ;	965 ;	flag, guyana ;	x 	# V6.0 (🇬🇾) flag for Guyana
1F1ED 1F1F9 ;	emoji ;	966 ;	flag, haiti ;	x 	# V6.0 (🇭🇹) flag for Haiti
1F1ED 1F1F2 ;	emoji ;	967 ;	flag, heard, island, islands, mcdonald ;	x 	# V6.0 (🇭🇲) flag for Heard & McDonald Islands
1F1ED 1F1F3 ;	emoji ;	968 ;	flag, honduras ;	x 	# V6.0 (🇭🇳) flag for Honduras
1F1ED 1F1F0 ;	emoji ;	969 ;	china, flag, hong, kong ;	x 	# V6.0 (🇭🇰) flag for Hong Kong
1F1ED 1F1FA ;	emoji ;	970 ;	flag, hungary ;	x 	# V6.0 (🇭🇺) flag for Hungary
1F1EE 1F1F8 ;	emoji ;	971 ;	flag, iceland ;	x 	# V6.0 (🇮🇸) flag for Iceland
1F1EE 1F1F3 ;	emoji ;	972 ;	flag, india ;	x 	# V6.0 (🇮🇳) flag for India
1F1EE 1F1E9 ;	emoji ;	973 ;	flag, indonesia ;	x 	# V6.0 (🇮🇩) flag for Indonesia
1F1EE 1F1F7 ;	emoji ;	974 ;	flag, iran, islamic, rep., republic ;	x 	# V6.0 (🇮🇷) flag for Iran
1F1EE 1F1F6 ;	emoji ;	975 ;	flag, iraq ;	x 	# V6.0 (🇮🇶) flag for Iraq
1F1EE 1F1EA ;	emoji ;	976 ;	flag, ireland ;	x 	# V6.0 (🇮🇪) flag for Ireland
1F1EE 1F1F2 ;	emoji ;	977 ;	flag, isle, man ;	x 	# V6.0 (🇮🇲) flag for Isle of Man
1F1EE 1F1F1 ;	emoji ;	978 ;	flag, israel ;	x 	# V6.0 (🇮🇱) flag for Israel
1F1EE 1F1F9 ;	emoji ;	979 ;	flag, italy, other-android, places-apple ;	j 	# V6.0 (🇮🇹) flag for Italy
1F1EF 1F1F2 ;	emoji ;	980 ;	flag, jamaica ;	x 	# V6.0 (🇯🇲) flag for Jamaica
1F1EF 1F1F5 ;	emoji ;	981 ;	flag, japan, other-android, places-apple ;	j 	# V6.0 (🇯🇵) flag for Japan
1F1EF 1F1EA ;	emoji ;	982 ;	flag, jersey ;	x 	# V6.0 (🇯🇪) flag for Jersey
1F1EF 1F1F4 ;	emoji ;	983 ;	flag, jordan ;	x 	# V6.0 (🇯🇴) flag for Jordan
1F1F0 1F1FF ;	emoji ;	984 ;	flag, kazakhstan ;	x 	# V6.0 (🇰🇿) flag for Kazakhstan
1F1F0 1F1EA ;	emoji ;	985 ;	flag, kenya ;	x 	# V6.0 (🇰🇪) flag for Kenya
1F1F0 1F1EE ;	emoji ;	986 ;	flag, kiribati ;	x 	# V6.0 (🇰🇮) flag for Kiribati
1F1FD 1F1F0 ;	emoji ;	987 ;	flag, kosovo ;	x 	# V6.0 (🇽🇰) flag for Kosovo
1F1F0 1F1FC ;	emoji ;	988 ;	flag, kuwait ;	x 	# V6.0 (🇰🇼) flag for Kuwait
1F1F0 1F1EC ;	emoji ;	989 ;	flag, kyrgyz, kyrgyzstan, republic ;	x 	# V6.0 (🇰🇬) flag for Kyrgyzstan
1F1F1 1F1E6 ;	emoji ;	990 ;	democratic, flag, lao, laos, republic ;	x 	# V6.0 (🇱🇦) flag for Laos
1F1F1 1F1FB ;	emoji ;	991 ;	flag, latvia ;	x 	# V6.0 (🇱🇻) flag for Latvia
1F1F1 1F1E7 ;	emoji ;	992 ;	flag, lebanon ;	x 	# V6.0 (🇱🇧) flag for Lebanon
1F1F1 1F1F8 ;	emoji ;	993 ;	flag, lesotho ;	x 	# V6.0 (🇱🇸) flag for Lesotho
1F1F1 1F1F7 ;	emoji ;	994 ;	flag, liberia ;	x 	# V6.0 (🇱🇷) flag for Liberia
1F1F1 1F1FE ;	emoji ;	995 ;	arab, flag, libya, libyan ;	x 	# V6.0 (🇱🇾) flag for Libya
1F1F1 1F1EE ;	emoji ;	996 ;	flag, liechtenstein ;	x 	# V6.0 (🇱🇮) flag for Liechtenstein
1F1F1 1F1F9 ;	emoji ;	997 ;	flag, lithuania ;	x 	# V6.0 (🇱🇹) flag for Lithuania
1F1F1 1F1FA ;	emoji ;	998 ;	flag, luxembourg ;	x 	# V6.0 (🇱🇺) flag for Luxembourg
1F1F2 1F1F4 ;	emoji ;	999 ;	administrative, china, flag, macao, macau, region, special ;	x 	# V6.0 (🇲🇴) flag for Macau
1F1F2 1F1F0 ;	emoji ;	1000 ;	flag, former, fyr, macedonia, rep., republic ;	x 	# V6.0 (🇲🇰) flag for Macedonia
1F1F2 1F1EC ;	emoji ;	1001 ;	flag, madagascar ;	x 	# V6.0 (🇲🇬) flag for Madagascar
1F1F2 1F1FC ;	emoji ;	1002 ;	flag, malawi ;	x 	# V6.0 (🇲🇼) flag for Malawi
1F1F2 1F1FE ;	emoji ;	1003 ;	flag, malaysia ;	x 	# V6.0 (🇲🇾) flag for Malaysia
1F1F2 1F1FB ;	emoji ;	1004 ;	flag, maldives ;	x 	# V6.0 (🇲🇻) flag for Maldives
1F1F2 1F1F1 ;	emoji ;	1005 ;	flag, mali ;	x 	# V6.0 (🇲🇱) flag for Mali
1F1F2 1F1F9 ;	emoji ;	1006 ;	flag, malta ;	x 	# V6.0 (🇲🇹) flag for Malta
1F1F2 1F1ED ;	emoji ;	1007 ;	flag, islands, marshall ;	x 	# V6.0 (🇲🇭) flag for Marshall Islands
1F1F2 1F1F6 ;	emoji ;	1008 ;	flag, martinique ;	x 	# V6.0 (🇲🇶) flag for Martinique
1F1F2 1F1F7 ;	emoji ;	1009 ;	flag, mauritania ;	x 	# V6.0 (🇲🇷) flag for Mauritania
1F1F2 1F1FA ;	emoji ;	1010 ;	flag, mauritius ;	x 	# V6.0 (🇲🇺) flag for Mauritius
1F1FE 1F1F9 ;	emoji ;	1011 ;	flag, mayotte ;	x 	# V6.0 (🇾🇹) flag for Mayotte
1F1F2 1F1FD ;	emoji ;	1012 ;	flag, mexico ;	x 	# V6.0 (🇲🇽) flag for Mexico
1F1EB 1F1F2 ;	emoji ;	1013 ;	fed., federated, flag, micronesia ;	x 	# V6.0 (🇫🇲) flag for Micronesia
1F1F2 1F1E9 ;	emoji ;	1014 ;	flag, moldova, republic ;	x 	# V6.0 (🇲🇩) flag for Moldova
1F1F2 1F1E8 ;	emoji ;	1015 ;	flag, monaco ;	x 	# V6.0 (🇲🇨) flag for Monaco
1F1F2 1F1F3 ;	emoji ;	1016 ;	flag, mongolia ;	x 	# V6.0 (🇲🇳) flag for Mongolia
1F1F2 1F1EA ;	emoji ;	1017 ;	flag, montenegro ;	x 	# V6.0 (🇲🇪) flag for Montenegro
1F1F2 1F1F8 ;	emoji ;	1018 ;	flag, montserrat ;	x 	# V6.0 (🇲🇸) flag for Montserrat
1F1F2 1F1E6 ;	emoji ;	1019 ;	flag, morocco ;	x 	# V6.0 (🇲🇦) flag for Morocco
1F1F2 1F1FF ;	emoji ;	1020 ;	flag, mozambique ;	x 	# V6.0 (🇲🇿) flag for Mozambique
1F1F2 1F1F2 ;	emoji ;	1021 ;	burma, flag, myanmar ;	x 	# V6.0 (🇲🇲) flag for Myanmar 
1F1F3 1F1E6 ;	emoji ;	1022 ;	flag, namibia ;	x 	# V6.0 (🇳🇦) flag for Namibia
1F1F3 1F1F7 ;	emoji ;	1023 ;	flag, nauru ;	x 	# V6.0 (🇳🇷) flag for Nauru
1F1F3 1F1F5 ;	emoji ;	1024 ;	flag, nepal ;	x 	# V6.0 (🇳🇵) flag for Nepal
1F1F3 1F1F1 ;	emoji ;	1025 ;	flag, netherlands ;	x 	# V6.0 (🇳🇱) flag for Netherlands
1F1F3 1F1E8 ;	emoji ;	1026 ;	caledonia, flag, new ;	x 	# V6.0 (🇳🇨) flag for New Caledonia
1F1F3 1F1FF ;	emoji ;	1027 ;	flag, new, zealand ;	x 	# V6.0 (🇳🇿) flag for New Zealand
1F1F3 1F1EE ;	emoji ;	1028 ;	flag, nicaragua ;	x 	# V6.0 (🇳🇮) flag for Nicaragua
1F1F3 1F1EA ;	emoji ;	1029 ;	flag, niger ;	x 	# V6.0 (🇳🇪) flag for Niger
1F1F3 1F1EC ;	emoji ;	1030 ;	flag, nigeria ;	x 	# V6.0 (🇳🇬) flag for Nigeria
1F1F3 1F1FA ;	emoji ;	1031 ;	flag, niue ;	x 	# V6.0 (🇳🇺) flag for Niue
1F1F3 1F1EB ;	emoji ;	1032 ;	flag, island, norfolk ;	x 	# V6.0 (🇳🇫) flag for Norfolk Island
1F1F2 1F1F5 ;	emoji ;	1033 ;	flag, islands, mariana, northern ;	x 	# V6.0 (🇲🇵) flag for Northern Mariana Islands
1F1F0 1F1F5 ;	emoji ;	1034 ;	dem., democratic, flag, korea, north, rep., republic ;	x 	# V6.0 (🇰🇵) flag for North Korea
1F1F3 1F1F4 ;	emoji ;	1035 ;	flag, norway ;	x 	# V6.0 (🇳🇴) flag for Norway
1F1F4 1F1F2 ;	emoji ;	1036 ;	flag, oman ;	x 	# V6.0 (🇴🇲) flag for Oman
1F1F5 1F1F0 ;	emoji ;	1037 ;	flag, pakistan ;	x 	# V6.0 (🇵🇰) flag for Pakistan
1F1F5 1F1FC ;	emoji ;	1038 ;	flag, palau ;	x 	# V6.0 (🇵🇼) flag for Palau
1F1F5 1F1F8 ;	emoji ;	1039 ;	bank, flag, gaza, occupied, palestine, palestinian, strip, territories, territory, west ;	x 	# V6.0 (🇵🇸) flag for Palestinian Territories
1F1F5 1F1E6 ;	emoji ;	1040 ;	flag, panama ;	x 	# V6.0 (🇵🇦) flag for Panama
1F1F5 1F1EC ;	emoji ;	1041 ;	flag, guinea, new, papua ;	x 	# V6.0 (🇵🇬) flag for Papua New Guinea
1F1F5 1F1FE ;	emoji ;	1042 ;	flag, paraguay ;	x 	# V6.0 (🇵🇾) flag for Paraguay
1F1F5 1F1EA ;	emoji ;	1043 ;	flag, peru ;	x 	# V6.0 (🇵🇪) flag for Peru
1F1F5 1F1ED ;	emoji ;	1044 ;	flag, philippines ;	x 	# V6.0 (🇵🇭) flag for Philippines
1F1F5 1F1F3 ;	emoji ;	1045 ;	flag, islands, pitcairn ;	x 	# V6.0 (🇵🇳) flag for Pitcairn Islands
1F1F5 1F1F1 ;	emoji ;	1046 ;	flag, poland ;	x 	# V6.0 (🇵🇱) flag for Poland
1F1F5 1F1F9 ;	emoji ;	1047 ;	flag, portugal ;	x 	# V6.0 (🇵🇹) flag for Portugal
1F1F5 1F1F7 ;	emoji ;	1048 ;	flag, puerto, rico ;	x 	# V6.0 (🇵🇷) flag for Puerto Rico
1F1F6 1F1E6 ;	emoji ;	1049 ;	flag, qatar ;	x 	# V6.0 (🇶🇦) flag for Qatar
1F1F7 1F1EA ;	emoji ;	1050 ;	flag, reunion, réunion ;	x 	# V6.0 (🇷🇪) flag for Réunion
1F1F7 1F1F4 ;	emoji ;	1051 ;	flag, romania ;	x 	# V6.0 (🇷🇴) flag for Romania
1F1F7 1F1FA ;	emoji ;	1052 ;	federation, flag, other-android, places-apple, russia, russian ;	j 	# V6.0 (🇷🇺) flag for Russia
1F1F7 1F1FC ;	emoji ;	1053 ;	flag, republic, rwanda ;	x 	# V6.0 (🇷🇼) flag for Rwanda
1F1FC 1F1F8 ;	emoji ;	1054 ;	flag, samoa ;	x 	# V6.0 (🇼🇸) flag for Samoa
1F1F8 1F1F2 ;	emoji ;	1055 ;	flag, marino, san ;	x 	# V6.0 (🇸🇲) flag for San Marino
1F1F8 1F1F9 ;	emoji ;	1056 ;	flag, principe, príncipe, sao, são, tome, tomé ;	x 	# V6.0 (🇸🇹) flag for São Tomé & Príncipe
1F1F8 1F1E6 ;	emoji ;	1057 ;	arabia, flag, saudi ;	x 	# V6.0 (🇸🇦) flag for Saudi Arabia
1F1F8 1F1F3 ;	emoji ;	1058 ;	flag, senegal ;	x 	# V6.0 (🇸🇳) flag for Senegal
1F1F7 1F1F8 ;	emoji ;	1059 ;	flag, serbia ;	x 	# V6.0 (🇷🇸) flag for Serbia
1F1F8 1F1E8 ;	emoji ;	1060 ;	flag, seychelles ;	x 	# V6.0 (🇸🇨) flag for Seychelles
1F1F8 1F1F1 ;	emoji ;	1061 ;	flag, leone, sierra ;	x 	# V6.0 (🇸🇱) flag for Sierra Leone
1F1F8 1F1EC ;	emoji ;	1062 ;	flag, singapore ;	x 	# V6.0 (🇸🇬) flag for Singapore
1F1F8 1F1FD ;	emoji ;	1063 ;	dutch, flag, maarten, sint ;	x 	# V6.0 (🇸🇽) flag for Sint Maarten
1F1F8 1F1F0 ;	emoji ;	1064 ;	flag, republic, slovak, slovakia ;	x 	# V6.0 (🇸🇰) flag for Slovakia
1F1F8 1F1EE ;	emoji ;	1065 ;	flag, slovenia ;	x 	# V6.0 (🇸🇮) flag for Slovenia
1F1F8 1F1E7 ;	emoji ;	1066 ;	flag, islands, solomon ;	x 	# V6.0 (🇸🇧) flag for Solomon Islands
1F1F8 1F1F4 ;	emoji ;	1067 ;	flag, somalia ;	x 	# V6.0 (🇸🇴) flag for Somalia
1F1FF 1F1E6 ;	emoji ;	1068 ;	africa, flag, south ;	x 	# V6.0 (🇿🇦) flag for South Africa
1F1EC 1F1F8 ;	emoji ;	1069 ;	flag, georgia, islands, sandwich, south ;	x 	# V6.0 (🇬🇸) flag for South Georgia & South Sandwich Islands
1F1F0 1F1F7 ;	emoji ;	1070 ;	flag, korea, other-android, places-apple, rep., republic, south ;	j 	# V6.0 (🇰🇷) flag for South Korea
1F1F8 1F1F8 ;	emoji ;	1071 ;	flag, south, sudan ;	x 	# V6.0 (🇸🇸) flag for South Sudan
1F1EA 1F1F8 ;	emoji ;	1072 ;	flag, other-android, places-apple, spain ;	j 	# V6.0 (🇪🇸) flag for Spain
1F1F1 1F1F0 ;	emoji ;	1073 ;	flag, lanka, sri ;	x 	# V6.0 (🇱🇰) flag for Sri Lanka
1F1E7 1F1F1 ;	emoji ;	1074 ;	barthelemy, barthélemy, flag, saint, st. ;	x 	# V6.0 (🇧🇱) flag for St. Barthélemy
1F1F8 1F1ED ;	emoji ;	1075 ;	ascension, cunha, flag, helena, saint, st., tristan ;	x 	# V6.0 (🇸🇭) flag for St. Helena
