# From state ; class name or eot ; to state
START ; CM ; CM
JL QU_Pi CL_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi CL_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi CL_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pi CL_EastAsian ; SA_Mn|SA_Mc ; CL_EastAsian CM
JL QU_Pi AL_EastAsian ; CM ; AL_EastAsian CM
JL QU_Pi AL_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pi AL_EastAsian ; LF ; LF
JL QU_Pi AL_EastAsian ; BK|NL ; LF
JL QU_Pi AL_EastAsian ; CR ; CR
JL QU_Pi AL_EastAsian ; SP ; SP
JL QU_Pi AL_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pi AL_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pi AL_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
JL QU_Pi AL_EastAsian ; PRmEastAsian ; PRmEastAsian
JL QU_Pi AL_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pi AL_EastAsian ; OPmEastAsian ; OPmEastAsian
JL QU_Pi AL_EastAsian ; CP ; CP
JL QU_Pi AL_EastAsian ; IS ; IS
JL QU_Pi AL_EastAsian ; HY ; CM HY
JL QU_Pi AL_EastAsian ; SY ; SY
JL QU_Pi AL_EastAsian ; NU ; NU
JL QU_Pi AL_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pi AL_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pi AL_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pi AL_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pi AL_EastAsian ; HH ; BAmEastAsian
JL QU_Pi AL_EastAsian ; HL ; HL
JL QU_Pi AL_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pi AL_EastAsian ; ZW ; ZW
JL QU_Pi AL_EastAsian ; ZWJ ; AL_EastAsian ZWJ
JL QU_Pi AL_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pi AL_EastAsian ; WJ ; WJ
JL QU_Pi AL_EastAsian ; PR_EastAsian ; PR_EastAsian
JL QU_Pi AL_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pi AL_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pi AL_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pi AL_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pi AL_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pi AL_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi AL_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi AL_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pi AL_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pi AL_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pi AL_EastAsian ; SAmMnmMc ; ALmEastAsianmDottedCircle
JL QU_Pi AL_EastAsian ; SA_Mn|SA_Mc ; AL_EastAsian CM
JL QU_Pi EB_EastAsian ; CM ; EB_EastAsian CM
JL QU_Pi EB_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pi EB_EastAsian ; LF ; LF
JL QU_Pi EB_EastAsian ; BK|NL ; LF
JL QU_Pi EB_EastAsian ; CR ; CR
JL QU_Pi EB_EastAsian ; SP ; SP
JL QU_Pi EB_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pi EB_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pi EB_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pi EB_EastAsian ; CP ; CP
JL QU_Pi EB_EastAsian ; IS ; IS
JL QU_Pi EB_EastAsian ; HY ; CM HY
JL QU_Pi EB_EastAsian ; SY ; SY
JL QU_Pi EB_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pi EB_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pi EB_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pi EB_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pi EB_EastAsian ; HH ; BAmEastAsian
JL QU_Pi EB_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pi EB_EastAsian ; ZW ; ZW
JL QU_Pi EB_EastAsian ; ZWJ ; EB_EastAsian ZWJ
JL QU_Pi EB_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pi EB_EastAsian ; WJ ; WJ
JL QU_Pi EB_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pi EB_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pi EB_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pi EB_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi EB_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi EB_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pi EB_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pi EB_EastAsian ; EM ; ID_EastAsian
JL QU_Pi EB_EastAsian ; SA_Mn|SA_Mc ; EB_EastAsian CM
JL QU_Pi BA_EastAsian ; CM ; BA_EastAsian CM
JL QU_Pi BA_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pi BA_EastAsian ; LF ; LF
JL QU_Pi BA_EastAsian ; BK|NL ; LF
JL QU_Pi BA_EastAsian ; CR ; CR
JL QU_Pi BA_EastAsian ; SP ; SP
JL QU_Pi BA_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pi BA_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pi BA_EastAsian ; CP ; CP
JL QU_Pi BA_EastAsian ; IS ; IS
JL QU_Pi BA_EastAsian ; HY ; CM HY
JL QU_Pi BA_EastAsian ; SY ; SY
JL QU_Pi BA_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pi BA_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pi BA_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pi BA_EastAsian ; HH ; BAmEastAsian
JL QU_Pi BA_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pi BA_EastAsian ; ZW ; ZW
JL QU_Pi BA_EastAsian ; ZWJ ; BA_EastAsian ZWJ
JL QU_Pi BA_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pi BA_EastAsian ; WJ ; WJ
JL QU_Pi BA_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pi BA_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pi BA_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pi BA_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi BA_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi BA_EastAsian ; SA_Mn|SA_Mc ; BA_EastAsian CM
JL QU_Pi CJ ; CM ; CJ CM
JL QU_Pi CJ ; BAmEastAsian ; BAmEastAsian
JL QU_Pi CJ ; LF ; LF
JL QU_Pi CJ ; BK|NL ; LF
JL QU_Pi CJ ; CR ; CR
JL QU_Pi CJ ; SP ; SP
JL QU_Pi CJ ; EXmEastAsian ; EXmEastAsian
JL QU_Pi CJ ; QUmPimPf ; QUmPimPf
JL QU_Pi CJ ; CP ; CP
JL QU_Pi CJ ; IS ; IS
JL QU_Pi CJ ; HY ; CM HY
JL QU_Pi CJ ; SY ; SY
JL QU_Pi CJ ; CLmEastAsian ; CLmEastAsian
JL QU_Pi CJ ; GLmEastAsian ; GLmEastAsian
JL QU_Pi CJ ; QU_Pi ; JL QU_Pi
JL QU_Pi CJ ; QU_Pf ; JL QU_Pf
JL QU_Pi CJ ; HH ; BAmEastAsian
JL QU_Pi CJ ; NSmEastAsian ; EXmEastAsian
JL QU_Pi CJ ; ZW ; ZW
JL QU_Pi CJ ; ZWJ ; CJ ZWJ
JL QU_Pi CJ ; INmEastAsian ; EXmEastAsian
JL QU_Pi CJ ; WJ ; WJ
JL QU_Pi CJ ; CL_EastAsian ; CL_EastAsian
JL QU_Pi CJ ; BA_EastAsian ; BA_EastAsian
JL QU_Pi CJ ; NS_EastAsian|CJ ; CJ
JL QU_Pi CJ ; EX_EastAsian ; CJ
JL QU_Pi CJ ; IN_EastAsian ; CJ
JL QU_Pi CJ ; GL_EastAsian ; GL_EastAsian
JL QU_Pi CJ ; SA_Mn|SA_Mc ; CJ CM
JL QU_Pi H2 ; CM ; H2 CM
JL QU_Pi H2 ; BAmEastAsian ; BAmEastAsian
JL QU_Pi H2 ; LF ; LF
JL QU_Pi H2 ; BK|NL ; LF
JL QU_Pi H2 ; CR ; CR
JL QU_Pi H2 ; SP ; SP
JL QU_Pi H2 ; EXmEastAsian ; EXmEastAsian
JL QU_Pi H2 ; QUmPimPf ; QUmPimPf
JL QU_Pi H2 ; POmEastAsian ; POmEastAsian
JL QU_Pi H2 ; CP ; CP
JL QU_Pi H2 ; IS ; IS
JL QU_Pi H2 ; HY ; CM HY
JL QU_Pi H2 ; SY ; SY
JL QU_Pi H2 ; CLmEastAsian ; CLmEastAsian
JL QU_Pi H2 ; GLmEastAsian ; GLmEastAsian
JL QU_Pi H2 ; QU_Pi ; JL QU_Pi
JL QU_Pi H2 ; QU_Pf ; JL QU_Pf
JL QU_Pi H2 ; HH ; BAmEastAsian
JL QU_Pi H2 ; JV ; JV
JL QU_Pi H2 ; JT ; JT
JL QU_Pi H2 ; NSmEastAsian ; EXmEastAsian
JL QU_Pi H2 ; ZW ; ZW
JL QU_Pi H2 ; ZWJ ; H2 ZWJ
JL QU_Pi H2 ; INmEastAsian ; EXmEastAsian
JL QU_Pi H2 ; WJ ; WJ
JL QU_Pi H2 ; CL_EastAsian ; CL_EastAsian
JL QU_Pi H2 ; BA_EastAsian ; BA_EastAsian
JL QU_Pi H2 ; NS_EastAsian|CJ ; CJ
JL QU_Pi H2 ; EX_EastAsian ; CJ
JL QU_Pi H2 ; IN_EastAsian ; CJ
JL QU_Pi H2 ; PO_EastAsian ; PO_EastAsian
JL QU_Pi H2 ; GL_EastAsian ; GL_EastAsian
JL QU_Pi H2 ; SA_Mn|SA_Mc ; H2 CM
JL QU_Pi H3 ; CM ; H3 CM
JL QU_Pi H3 ; BAmEastAsian ; BAmEastAsian
JL QU_Pi H3 ; LF ; LF
JL QU_Pi H3 ; BK|NL ; LF
JL QU_Pi H3 ; CR ; CR
JL QU_Pi H3 ; SP ; SP
JL QU_Pi H3 ; EXmEastAsian ; EXmEastAsian
JL QU_Pi H3 ; QUmPimPf ; QUmPimPf
JL QU_Pi H3 ; POmEastAsian ; POmEastAsian
JL QU_Pi H3 ; CP ; CP
JL QU_Pi H3 ; IS ; IS
JL QU_Pi H3 ; HY ; CM HY
JL QU_Pi H3 ; SY ; SY
JL QU_Pi H3 ; CLmEastAsian ; CLmEastAsian
JL QU_Pi H3 ; GLmEastAsian ; GLmEastAsian
JL QU_Pi H3 ; QU_Pi ; JL QU_Pi
JL QU_Pi H3 ; QU_Pf ; JL QU_Pf
JL QU_Pi H3 ; HH ; BAmEastAsian
JL QU_Pi H3 ; JT ; JT
JL QU_Pi H3 ; NSmEastAsian ; EXmEastAsian
JL QU_Pi H3 ; ZW ; ZW
JL QU_Pi H3 ; ZWJ ; H3 ZWJ
JL QU_Pi H3 ; INmEastAsian ; EXmEastAsian
JL QU_Pi H3 ; WJ ; WJ
JL QU_Pi H3 ; CL_EastAsian ; CL_EastAsian
JL QU_Pi H3 ; BA_EastAsian ; BA_EastAsian
JL QU_Pi H3 ; NS_EastAsian|CJ ; CJ
JL QU_Pi H3 ; EX_EastAsian ; CJ
JL QU_Pi H3 ; IN_EastAsian ; CJ
JL QU_Pi H3 ; PO_EastAsian ; PO_EastAsian
JL QU_Pi H3 ; GL_EastAsian ; GL_EastAsian
JL QU_Pi H3 ; SA_Mn|SA_Mc ; H3 CM
JL QU_Pi PO_EastAsian ; CM ; PO_EastAsian CM
JL QU_Pi PO_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pi PO_EastAsian ; LF ; LF
JL QU_Pi PO_EastAsian ; BK|NL ; LF
JL QU_Pi PO_EastAsian ; CR ; CR
JL QU_Pi PO_EastAsian ; SP ; SP
JL QU_Pi PO_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pi PO_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pi PO_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
JL QU_Pi PO_EastAsian ; OPmEastAsian ; PRmEastAsian OPmEastAsian
JL QU_Pi PO_EastAsian ; CP ; CP
JL QU_Pi PO_EastAsian ; IS ; IS
JL QU_Pi PO_EastAsian ; HY ; CM HY
JL QU_Pi PO_EastAsian ; SY ; SY
JL QU_Pi PO_EastAsian ; NU ; NU
JL QU_Pi PO_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pi PO_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pi PO_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pi PO_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pi PO_EastAsian ; HH ; BAmEastAsian
JL QU_Pi PO_EastAsian ; HL ; HL
JL QU_Pi PO_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pi PO_EastAsian ; ZW ; ZW
JL QU_Pi PO_EastAsian ; ZWJ ; PO_EastAsian ZWJ
JL QU_Pi PO_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pi PO_EastAsian ; WJ ; WJ
JL QU_Pi PO_EastAsian ; OP_EastAsian ; PRmEastAsian OPmEastAsian
JL QU_Pi PO_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pi PO_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pi PO_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pi PO_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pi PO_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pi PO_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi PO_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi PO_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pi PO_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pi PO_EastAsian ; SAmMnmMc ; ALmEastAsianmDottedCircle
JL QU_Pi PO_EastAsian ; SA_Mn|SA_Mc ; PO_EastAsian CM
JL QU_Pi GL_EastAsian ; CM ; GL_EastAsian CM
JL QU_Pi GL_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pi GL_EastAsian ; LF ; LF
JL QU_Pi GL_EastAsian ; BK|NL ; LF
JL QU_Pi GL_EastAsian ; CR ; CR
JL QU_Pi GL_EastAsian ; SP ; SP
JL QU_Pi GL_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pi GL_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pi GL_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
JL QU_Pi GL_EastAsian ; PRmEastAsian ; PRmEastAsian
JL QU_Pi GL_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pi GL_EastAsian ; OPmEastAsian ; OPmEastAsian
JL QU_Pi GL_EastAsian ; CP ; CP
JL QU_Pi GL_EastAsian ; IS ; IS
JL QU_Pi GL_EastAsian ; HY ; GLmEastAsian HY
JL QU_Pi GL_EastAsian ; SY ; SY
JL QU_Pi GL_EastAsian ; NU ; NU
JL QU_Pi GL_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pi GL_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pi GL_EastAsian ; QU_Pi ; QUmPimPf QU_Pi
JL QU_Pi GL_EastAsian ; BB ; BB
JL QU_Pi GL_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pi GL_EastAsian ; HH ; GLmEastAsian HH
JL QU_Pi GL_EastAsian ; HL ; HL
JL QU_Pi GL_EastAsian ; JL ; JL
JL QU_Pi GL_EastAsian ; JV ; JV
JL QU_Pi GL_EastAsian ; JT ; JT
JL QU_Pi GL_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pi GL_EastAsian ; AK ; AK
JL QU_Pi GL_EastAsian ; VI ; EXmEastAsian
JL QU_Pi GL_EastAsian ; AS ; AK
JL QU_Pi GL_EastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pi GL_EastAsian ; VF ; EXmEastAsian
JL QU_Pi GL_EastAsian ; ZW ; ZW
JL QU_Pi GL_EastAsian ; ZWJ ; GL_EastAsian CM
JL QU_Pi GL_EastAsian ; B2 ; B2
JL QU_Pi GL_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pi GL_EastAsian ; WJ ; WJ
JL QU_Pi GL_EastAsian ; PR_EastAsian ; PR_EastAsian
JL QU_Pi GL_EastAsian ; ID_EastAsian ; ID_EastAsian
JL QU_Pi GL_EastAsian ; OP_EastAsian ; OP_EastAsian
JL QU_Pi GL_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pi GL_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pi GL_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pi GL_EastAsian ; EBmEastAsian ; EBmEastAsian
JL QU_Pi GL_EastAsian ; EB_EastAsian ; EB_EastAsian
JL QU_Pi GL_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pi GL_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pi GL_EastAsian ; H2 ; H2
JL QU_Pi GL_EastAsian ; H3 ; H3
JL QU_Pi GL_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi GL_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi GL_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pi GL_EastAsian ; CB ; CB
JL QU_Pi GL_EastAsian ; AP ; AP
JL QU_Pi GL_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pi GL_EastAsian ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
JL QU_Pi GL_EastAsian ; RI ; RI
JL QU_Pi GL_EastAsian ; EM ; ID_EastAsian
JL QU_Pi GL_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pi GL_EastAsian ; SAmMnmMc ; ALmEastAsianmDottedCircle
JL QU_Pi GL_EastAsian ; SA_Mn|SA_Mc ; GL_EastAsian CM
JL QU_Pf CM ; eot ; CM QU_Pf eot
JL QU_Pf CM ; CM ; JL QU_Pf CM
JL QU_Pf CM ; BAmEastAsian ; BAmEastAsian
JL QU_Pf CM ; LF ; LF
JL QU_Pf CM ; BK|NL ; LF
JL QU_Pf CM ; CR ; CR
JL QU_Pf CM ; SP ; SP
JL QU_Pf CM ; EXmEastAsian ; EXmEastAsian
JL QU_Pf CM ; QUmPimPf ; QUmPimPf
JL QU_Pf CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
JL QU_Pf CM ; PRmEastAsian ; PRmEastAsian
JL QU_Pf CM ; POmEastAsian ; POmEastAsian
JL QU_Pf CM ; OPmEastAsian ; OPmEastAsian
JL QU_Pf CM ; CP ; CP
JL QU_Pf CM ; IS ; IS
JL QU_Pf CM ; HY ; CM HY
JL QU_Pf CM ; SY ; SY
JL QU_Pf CM ; NU ; NU
JL QU_Pf CM ; CLmEastAsian ; CLmEastAsian
JL QU_Pf CM ; GLmEastAsian ; GLmEastAsian
JL QU_Pf CM ; QU_Pi ; BAmEastAsian QU_Pf QU_Pi
JL QU_Pf CM ; BB ; BB
JL QU_Pf CM ; QU_Pf ; BAmEastAsian CM QU_Pf
JL QU_Pf CM ; HH ; BAmEastAsian
JL QU_Pf CM ; HL ; HL
JL QU_Pf CM ; JL ; JL QU_Pf CM JL
JL QU_Pf CM ; JV ; JV
JL QU_Pf CM ; JT ; JT
JL QU_Pf CM ; NSmEastAsian ; EXmEastAsian
JL QU_Pf CM ; AK ; AK
JL QU_Pf CM ; VI ; EXmEastAsian
JL QU_Pf CM ; AS ; AK
JL QU_Pf CM ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pf CM ; VF ; EXmEastAsian
JL QU_Pf CM ; ZW ; ZW
JL QU_Pf CM ; ZWJ ; JL QU_Pf ZWJ
JL QU_Pf CM ; B2 ; B2
JL QU_Pf CM ; INmEastAsian ; EXmEastAsian
JL QU_Pf CM ; WJ ; WJ
JL QU_Pf CM ; PR_EastAsian ; JL QU_Pf CM PR_EastAsian
JL QU_Pf CM ; ID_EastAsian ; JL QU_Pf CM ID_EastAsian
JL QU_Pf CM ; OP_EastAsian ; JL QU_Pf CM OP_EastAsian
JL QU_Pf CM ; CL_EastAsian ; CL_EastAsian
JL QU_Pf CM ; AI_EastAsian|AL_EastAsian ; JL QU_Pf CM AL_EastAsian
JL QU_Pf CM ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pf CM ; EBmEastAsian ; EBmEastAsian
JL QU_Pf CM ; EB_EastAsian ; JL QU_Pf CM EB_EastAsian
JL QU_Pf CM ; BA_EastAsian ; BA_EastAsian
JL QU_Pf CM ; NS_EastAsian|CJ ; CJ
JL QU_Pf CM ; H2 ; JL QU_Pf CM H2
JL QU_Pf CM ; H3 ; JL QU_Pf CM H3
JL QU_Pf CM ; EX_EastAsian ; CJ
JL QU_Pf CM ; IN_EastAsian ; CJ
JL QU_Pf CM ; PO_EastAsian ; JL QU_Pf CM PO_EastAsian
JL QU_Pf CM ; CB ; CB
JL QU_Pf CM ; AP ; AP
JL QU_Pf CM ; GL_EastAsian ; GL_EastAsian
JL QU_Pf CM ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
JL QU_Pf CM ; RI ; RI
JL QU_Pf CM ; EM ; JL QU_Pf CM ID_EastAsian
JL QU_Pf CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pf CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
JL QU_Pf CM ; SA_Mn|SA_Mc ; JL QU_Pf CM
JL QU_Pf JL ; CM ; JL CM
JL QU_Pf JL ; BAmEastAsian ; BAmEastAsian
JL QU_Pf JL ; LF ; LF
JL QU_Pf JL ; BK|NL ; LF
JL QU_Pf JL ; CR ; CR
JL QU_Pf JL ; SP ; SP
JL QU_Pf JL ; EXmEastAsian ; EXmEastAsian
JL QU_Pf JL ; QUmPimPf ; QUmPimPf
JL QU_Pf JL ; POmEastAsian ; POmEastAsian
JL QU_Pf JL ; CP ; CP
JL QU_Pf JL ; IS ; IS
JL QU_Pf JL ; HY ; CM HY
JL QU_Pf JL ; SY ; SY
JL QU_Pf JL ; CLmEastAsian ; CLmEastAsian
JL QU_Pf JL ; GLmEastAsian ; GLmEastAsian
JL QU_Pf JL ; QU_Pi ; JL QU_Pi
JL QU_Pf JL ; QU_Pf ; JL QU_Pf
JL QU_Pf JL ; HH ; BAmEastAsian
JL QU_Pf JL ; JL ; JL
JL QU_Pf JL ; JV ; JV
JL QU_Pf JL ; NSmEastAsian ; EXmEastAsian
JL QU_Pf JL ; ZW ; ZW
JL QU_Pf JL ; ZWJ ; JL ZWJ
JL QU_Pf JL ; INmEastAsian ; EXmEastAsian
JL QU_Pf JL ; WJ ; WJ
JL QU_Pf JL ; CL_EastAsian ; CL_EastAsian
JL QU_Pf JL ; BA_EastAsian ; BA_EastAsian
JL QU_Pf JL ; NS_EastAsian|CJ ; CJ
JL QU_Pf JL ; H2 ; H2
JL QU_Pf JL ; H3 ; H3
JL QU_Pf JL ; EX_EastAsian ; CJ
JL QU_Pf JL ; IN_EastAsian ; CJ
JL QU_Pf JL ; PO_EastAsian ; PO_EastAsian
JL QU_Pf JL ; GL_EastAsian ; GL_EastAsian
JL QU_Pf JL ; SA_Mn|SA_Mc ; JL CM
JL QU_Pf ZWJ ; eot ; CM QU_Pf eot
JL QU_Pf ZWJ ; CM ; JL QU_Pf CM
JL QU_Pf ZWJ ; BAmEastAsian ; BAmEastAsian
JL QU_Pf ZWJ ; LF ; LF
JL QU_Pf ZWJ ; BK|NL ; LF
JL QU_Pf ZWJ ; CR ; CR
JL QU_Pf ZWJ ; SP ; SP
JL QU_Pf ZWJ ; EXmEastAsian ; EXmEastAsian
JL QU_Pf ZWJ ; QUmPimPf ; QUmPimPf
JL QU_Pf ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
JL QU_Pf ZWJ ; PRmEastAsian ; PRmEastAsian
JL QU_Pf ZWJ ; POmEastAsian ; POmEastAsian
JL QU_Pf ZWJ ; OPmEastAsian ; OPmEastAsian
JL QU_Pf ZWJ ; CP ; CP
JL QU_Pf ZWJ ; IS ; IS
JL QU_Pf ZWJ ; HY ; CM HY
JL QU_Pf ZWJ ; SY ; SY
JL QU_Pf ZWJ ; NU ; NU
JL QU_Pf ZWJ ; CLmEastAsian ; CLmEastAsian
JL QU_Pf ZWJ ; GLmEastAsian ; GLmEastAsian
JL QU_Pf ZWJ ; QU_Pi ; BAmEastAsian QU_Pf QU_Pi
JL QU_Pf ZWJ ; BB ; BB
JL QU_Pf ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
JL QU_Pf ZWJ ; HH ; BAmEastAsian
JL QU_Pf ZWJ ; HL ; HL
JL QU_Pf ZWJ ; JL ; JL
JL QU_Pf ZWJ ; JV ; JV
JL QU_Pf ZWJ ; JT ; JT
JL QU_Pf ZWJ ; NSmEastAsian ; EXmEastAsian
JL QU_Pf ZWJ ; AK ; AK
JL QU_Pf ZWJ ; VI ; EXmEastAsian
JL QU_Pf ZWJ ; AS ; AK
JL QU_Pf ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pf ZWJ ; VF ; EXmEastAsian
JL QU_Pf ZWJ ; ZW ; ZW
JL QU_Pf ZWJ ; ZWJ ; JL QU_Pf ZWJ
JL QU_Pf ZWJ ; B2 ; B2
JL QU_Pf ZWJ ; INmEastAsian ; EXmEastAsian
JL QU_Pf ZWJ ; WJ ; WJ
JL QU_Pf ZWJ ; PR_EastAsian ; PR_EastAsian
JL QU_Pf ZWJ ; ID_EastAsian ; ID_EastAsian
JL QU_Pf ZWJ ; OP_EastAsian ; OP_EastAsian
JL QU_Pf ZWJ ; CL_EastAsian ; CL_EastAsian
JL QU_Pf ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pf ZWJ ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pf ZWJ ; EBmEastAsian ; EBmEastAsian
JL QU_Pf ZWJ ; EB_EastAsian ; EB_EastAsian
JL QU_Pf ZWJ ; BA_EastAsian ; BA_EastAsian
JL QU_Pf ZWJ ; NS_EastAsian|CJ ; CJ
JL QU_Pf ZWJ ; H2 ; H2
JL QU_Pf ZWJ ; H3 ; H3
JL QU_Pf ZWJ ; EX_EastAsian ; CJ
JL QU_Pf ZWJ ; IN_EastAsian ; CJ
JL QU_Pf ZWJ ; PO_EastAsian ; PO_EastAsian
JL QU_Pf ZWJ ; CB ; CB
JL QU_Pf ZWJ ; AP ; AP
JL QU_Pf ZWJ ; GL_EastAsian ; GL_EastAsian
JL QU_Pf ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
JL QU_Pf ZWJ ; RI ; RI
