#Source;	RSC;	RNU;	RUI	#				Source Name	Causes
2EC7;	8;	148;	278B2	#	⻇	→	𧢲	CJK RADICAL HORN;	NamesList
2F94;	7;	149;	8A00	#	⾔	→	言	KANGXI RADICAL SPEECH;	CJKRadicals.txt, NFKC
2EC8;	2;	149';	8BA0	#	⻈	→	讠	CJK RADICAL C-SIMPLIFIED SPEECH;	CJKRadicals.txt, UCA, NamesList
2F95;	7;	150;	8C37	#	⾕	→	谷	KANGXI RADICAL VALLEY;	CJKRadicals.txt, NFKC
2F96;	7;	151;	8C46	#	⾖	→	豆	KANGXI RADICAL BEAN;	CJKRadicals.txt, NFKC
2F97;	7;	152;	8C55	#	⾗	→	豕	KANGXI RADICAL PIG;	CJKRadicals.txt, NFKC
2F98;	7;	153;	8C78	#	⾘	→	豸	KANGXI RADICAL BADGER;	CJKRadicals.txt, NFKC
2F99;	7;	154;	8C9D	#	⾙	→	貝	KANGXI RADICAL SHELL;	CJKRadicals.txt, NFKC
2EC9;	4;	154';	8D1D	#	⻉	→	贝	CJK RADICAL C-SIMPLIFIED SHELL;	CJKRadicals.txt, UCA, NamesList
2F9A;	7;	155;	8D64	#	⾚	→	赤	KANGXI RADICAL RED;	CJKRadicals.txt, NFKC
2F9B;	7;	156;	8D70	#	⾛	→	走	KANGXI RADICAL RUN;	CJKRadicals.txt, NFKC
2F9C;	7;	157;	8DB3	#	⾜	→	足	KANGXI RADICAL FOOT;	CJKRadicals.txt, NFKC
2ECA;	7;	157;	8DB3	#	⻊	→	足	CJK RADICAL FOOT;	NamesList
2ECA;	7;	157;	27FB7	#	⻊	→	𧾷	CJK RADICAL FOOT;	kRSUnicode
2F9D;	7;	158;	8EAB	#	⾝	→	身	KANGXI RADICAL BODY;	CJKRadicals.txt, NFKC
2F9E;	7;	159;	8ECA	#	⾞	→	車	KANGXI RADICAL CART;	CJKRadicals.txt, NFKC
