# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+1F43F ;	text ;	229 ;	animal, chipmunk, nature ;	w 	# V7.0 (🐿) chipmunk
U+1F43B ;	emoji ;	230 ;	animal, bear, face, nature ;	j 	# V6.0 (🐻) bear face
U+1F428 ;	emoji ;	231 ;	animal, bear, koala, nature ;	j 	# V6.0 (🐨) koala
U+1F43C ;	emoji ;	232 ;	animal, face, nature, panda ;	j 	# V6.0 (🐼) panda face
U+1F43E ;	emoji ;	233 ;	animal, feet, nature, paw, print ;	j 	# V6.0 (🐾) paw prints
U+1F414 ;	emoji ;	234 ;	animal, chicken, nature ;	j 	# V6.0 (🐔) chicken
U+1F413 ;	emoji ;	235 ;	animal, nature, rooster ;	x 	# V6.0 (🐓) rooster
U+1F423 ;	emoji ;	236 ;	animal, baby, chick, hatching, nature ;	j 	# V6.0 (🐣) hatching chick
U+1F424 ;	emoji ;	237 ;	animal, baby, chick, nature ;	j 	# V6.0 (🐤) baby chick
U+1F425 ;	emoji ;	238 ;	animal, baby, chick, nature ;	j 	# V6.0 (🐥) front-facing baby chick
U+1F426 ;	emoji ;	239 ;	animal, bird, nature ;	jw 	# V6.0 (🐦) bird
U+1F427 ;	emoji ;	240 ;	animal, nature, penguin ;	j 	# V6.0 (🐧) penguin
U+1F54A ;	text ;	241 ;	animal, dove, flying, nature, peace ;	w 	# V7.0 (🕊) dove of peace
U+1F438 ;	emoji ;	242 ;	animal, face, frog, nature ;	j 	# V6.0 (🐸) frog face
U+1F40A ;	emoji ;	243 ;	animal, crocodile, nature ;	x 	# V6.0 (🐊) crocodile
U+1F40D ;	emoji ;	244 ;	animal, nature, snake ;	j 	# V6.0 (🐍) snake
U+1F422 ;	emoji ;	245 ;	animal, nature, turtle ;	j 	# V6.0 (🐢) turtle
U+1F432 ;	emoji ;	246 ;	animal, dragon, face, nature ;	j 	# V6.0 (🐲) dragon face
U+1F409 ;	emoji ;	247 ;	animal, dragon, nature ;	x 	# V6.0 (🐉) dragon
U+1F433 ;	emoji ;	248 ;	animal, face, nature, spouting, whale ;	j 	# V6.0 (🐳) spouting whale
U+1F40B ;	emoji ;	249 ;	animal, nature, whale ;	x 	# V6.0 (🐋) whale
U+1F42C ;	emoji ;	250 ;	animal, dolphin, flipper, nature ;	j 	# V6.0 (🐬) dolphin
U+1F41F ;	emoji ;	251 ;	animal, fish, nature ;	jw 	# V6.0 (🐟) fish
U+1F420 ;	emoji ;	252 ;	animal, fish, nature, tropical ;	j 	# V6.0 (🐠) tropical fish
U+1F421 ;	emoji ;	253 ;	animal, blowfish, nature ;	j 	# V6.0 (🐡) blowfish
U+1F419 ;	emoji ;	254 ;	animal, nature, octopus ;	j 	# V6.0 (🐙) octopus
U+1F41A ;	emoji ;	255 ;	animal, nature, shell, spiral ;	j 	# V6.0 (🐚) spiral shell
U+1F40C ;	emoji ;	256 ;	animal, nature, snail ;	j 	# V6.0 (🐌) snail
U+1F41B ;	emoji ;	257 ;	animal, bug, nature ;	j 	# V6.0 (🐛) bug
U+1F41C ;	emoji ;	258 ;	animal, ant, nature ;	j 	# V6.0 (🐜) ant
U+1F41D ;	emoji ;	259 ;	animal, bee, honeybee, nature ;	j 	# V6.0 (🐝) honeybee
U+1F41E ;	emoji ;	260 ;	animal, beetle, lady, nature ;	j 	# V6.0 (🐞) lady beetle
U+1F577 ;	text ;	261 ;	animal, object, spider ;	w 	# V7.0 (🕷) spider
U+1F578 ;	text ;	262 ;	animal, object, spider, web ;	w 	# V7.0 (🕸) spider web
U+1F4A9 ;	emoji ;	263 ;	comic, dung, emotion, hankey, nature, object, pile, poo, poop ;	j 	# V6.0 (💩) pile of poo
U+1F479 ;	emoji ;	264 ;	creature, face, fairy tale, fantasy, japanese, ogre ;	j 	# V6.0 (👹) japanese ogre
U+1F47A ;	emoji ;	265 ;	creature, face, fairy tale, fantasy, goblin, japanese ;	j 	# V6.0 (👺) japanese goblin
U+1F47B ;	emoji ;	266 ;	creature, face, fairy tale, fantasy, ghost ;	j 	# V6.0 (👻) ghost
U+1F47D ;	emoji ;	267 ;	alien, animal, creature, extraterrestrial, face, fairy tale, fantasy, nature, ufo ;	jw 	# V6.0 (👽) extraterrestrial alien
U+1F47E ;	emoji ;	268 ;	alien, animal, creature, face, fairy tale, fantasy, monster, nature, ufo ;	j 	# V6.0 (👾) alien monster
U+1F490 ;	emoji ;	269 ;	animal, bouquet, flower, nature, object, romance ;	j 	# V6.0 (💐) bouquet
U+1F395 ;	text ;	270 ;	bouquet, celebration, emotion, flower, nature, plant ;	w 	# V7.0 (🎕) bouquet of flowers
U+2698 ;	text ;	271 ;	flower, object ;	x 	# V4.1 (⚘) flower
U+1F338 ;	emoji ;	272 ;	blossom, cherry, flower, nature, plant ;	j 	# V6.0 (🌸) cherry blossom
U+1F4AE ;	emoji ;	273 ;	flower, object ;	j 	# V6.0 (💮) white flower
U+1F3F5 ;	text ;	274 ;	nature, rosette ;	w 	# V7.0 (🏵) rosette
U+1F339 ;	emoji ;	275 ;	flower, nature, plant, rose ;	j 	# V6.0 (🌹) rose
U+1F33A ;	emoji ;	276 ;	flower, hibiscus, nature, plant ;	j 	# V6.0 (🌺) hibiscus
U+1F33B ;	emoji ;	277 ;	flower, nature, plant, sun, sunflower, weather ;	j 	# V6.0 (🌻) sunflower
U+1F33C ;	emoji ;	278 ;	blossom, flower, nature, plant ;	j 	# V6.0 (🌼) blossom
U+1F337 ;	emoji ;	279 ;	flower, nature, plant, tulip ;	j 	# V6.0 (🌷) tulip
U+2E19 ;	text ;	280 ;	branch, nature, palm, plant ;	x 	# V5.1 (⸙) palm branch
U+2618 ;	text ;	281 ;	nature, plant, shamrock ;	x 	# V4.1 (☘) shamrock
U+1F331 ;	emoji ;	282 ;	nature, plant, seedling, young ;	j 	# V6.0 (🌱) seedling
U+1F332 ;	emoji ;	283 ;	evergreen, nature, plant, tree ;	x 	# V6.0 (🌲) evergreen tree
U+1F333 ;	emoji ;	284 ;	deciduous, nature, plant, shedding, tree ;	x 	# V6.0 (🌳) deciduous tree
U+1F334 ;	emoji ;	285 ;	nature, palm, plant, tree ;	j 	# V6.0 (🌴) palm tree
U+1F335 ;	emoji ;	286 ;	cactus, nature, plant ;	j 	# V6.0 (🌵) cactus
U+1F33E ;	emoji ;	287 ;	ear, nature, plant, rice ;	j 	# V6.0 (🌾) ear of rice
U+1F33F ;	emoji ;	288 ;	herb, leaf, nature, plant ;	j 	# V6.0 (🌿) herb
U+1F340 ;	emoji ;	289 ;	4, clover, four, leaf, nature, plant ;	j 	# V6.0 (🍀) four leaf clover
U+1F341 ;	emoji ;	290 ;	fallen, leaf, maple, nature, plant ;	j 	# V6.0 (🍁) maple leaf
U+1F342 ;	emoji ;	291 ;	fallen, falling, leaf, nature, plant ;	j 	# V6.0 (🍂) fallen leaf
U+1F343 ;	emoji ;	292 ;	blow, fluttering, leaf, leaves, nature, plant, wind ;	j 	# V6.0 (🍃) leaf fluttering in wind
U+1F347 ;	emoji ;	293 ;	food, fruit, grapes, nature, plant ;	j 	# V6.0 (🍇) grapes
U+1F348 ;	emoji ;	294 ;	food, fruit, melon, nature, plant ;	j 	# V6.0 (🍈) melon
U+1F349 ;	emoji ;	295 ;	food, fruit, nature, plant, watermelon ;	j 	# V6.0 (🍉) watermelon
U+1F34A ;	emoji ;	296 ;	food, fruit, nature, orange, plant, tangerine ;	j 	# V6.0 (🍊) tangerine
U+1F34B ;	emoji ;	297 ;	citrus, food, fruit, lemon, nature, plant ;	x 	# V6.0 (🍋) lemon
U+1F34C ;	emoji ;	298 ;	banana, food, fruit, nature, plant ;	j 	# V6.0 (🍌) banana
U+1F34D ;	emoji ;	299 ;	food, fruit, nature, pineapple, plant ;	j 	# V6.0 (🍍) pineapple
U+1F34E ;	emoji ;	300 ;	apple, food, fruit, nature, plant, red ;	j 	# V6.0 (🍎) red apple
U+1F34F ;	emoji ;	301 ;	apple, food, fruit, green, nature, plant ;	j 	# V6.0 (🍏) green apple
U+1F350 ;	emoji ;	302 ;	food, fruit, nature, pear, plant ;	x 	# V6.0 (🍐) pear
U+1F351 ;	emoji ;	303 ;	food, fruit, nature, peach, plant ;	j 	# V6.0 (🍑) peach
U+1F352 ;	emoji ;	304 ;	cherries, cherry, food, fruit, nature, plant ;	j 	# V6.0 (🍒) cherries
U+1F353 ;	emoji ;	305 ;	berry, food, fruit, nature, plant, strawberry ;	j 	# V6.0 (🍓) strawberry
U+1F345 ;	emoji ;	306 ;	food, nature, plant, tomato, vegetable ;	j 	# V6.0 (🍅) tomato
U+1F346 ;	emoji ;	307 ;	aubergine, eggplant, food, nature, plant, vegetable ;	j 	# V6.0 (🍆) aubergine
U+1F33D ;	emoji ;	308 ;	corn, ear, maize, maze, nature, plant ;	j 	# V6.0 (🌽) ear of maize
U+1F336 ;	text ;	309 ;	food, hot, nature, pepper, plant ;	w 	# V7.0 (🌶) hot pepper
U+1F344 ;	emoji ;	310 ;	mushroom, nature, plant ;	j 	# V6.0 (🍄) mushroom
U+1F330 ;	emoji ;	311 ;	chestnut, nature, plant ;	j 	# V6.0 (🌰) chestnut
U+1F35E ;	emoji ;	312 ;	bread, food, loaf, restaurant ;	j 	# V6.0 (🍞) bread
U+1F356 ;	emoji ;	313 ;	bone, food, meat, restaurant ;	j 	# V6.0 (🍖) meat on bone
U+1F357 ;	emoji ;	314 ;	chicken, food, leg, poultry, restaurant ;	j 	# V6.0 (🍗) poultry leg
U+1F354 ;	emoji ;	315 ;	burger, food, hamburger, restaurant ;	j 	# V6.0 (🍔) hamburger
U+1F35F ;	emoji ;	316 ;	food, french, fries, restaurant ;	j 	# V6.0 (🍟) french fries
U+1F355 ;	emoji ;	317 ;	food, pizza, restaurant, slice ;	j 	# V6.0 (🍕) slice of pizza
U+1F372 ;	emoji ;	318 ;	food, pot, restaurant, stew ;	j 	# V6.0 (🍲) pot of food
U+1F371 ;	emoji ;	319 ;	bento, box, food, restaurant ;	j 	# V6.0 (🍱) bento box
U+1F358 ;	emoji ;	320 ;	cracker, food, restaurant, rice ;	j 	# V6.0 (🍘) rice cracker
U+1F359 ;	emoji ;	321 ;	ball, food, japanese, restaurant, rice ;	j 	# V6.0 (🍙) rice ball
U+1F35A ;	emoji ;	322 ;	cooked, food, restaurant, rice ;	j 	# V6.0 (🍚) cooked rice
U+1F35B ;	emoji ;	323 ;	curry, food, restaurant, rice ;	j 	# V6.0 (🍛) curry and rice
U+1F35C ;	emoji ;	324 ;	bowl, food, noodle, ramen, restaurant, steaming ;	j 	# V6.0 (🍜) steaming bowl
U+1F35D ;	emoji ;	325 ;	food, pasta, restaurant, spaghetti ;	j 	# V6.0 (🍝) spaghetti
U+1F360 ;	emoji ;	326 ;	food, potato, restaurant, roasted, sweet ;	j 	# V6.0 (🍠) roasted sweet potato
U+1F362 ;	emoji ;	327 ;	food, kebab, oden, restaurant, seafood, skewer, stick ;	j 	# V6.0 (🍢) oden
U+1F363 ;	emoji ;	328 ;	food, restaurant, sushi ;	j 	# V6.0 (🍣) sushi
U+1F364 ;	emoji ;	329 ;	food, fried, prawn, restaurant, shrimp ;	j 	# V6.0 (🍤) fried shrimp
U+1F365 ;	emoji ;	330 ;	cake, fish, food, restaurant, swirl ;	j 	# V6.0 (🍥) fish cake with swirl design
U+1F361 ;	emoji ;	331 ;	dango, dessert, food, japanese, restaurant, skewer, stick, sweet ;	j 	# V6.0 (🍡) dango
U+1F366 ;	emoji ;	332 ;	cream, dessert, food, ice, icecream, restaurant, soft, sweet ;	j 	# V6.0 (🍦) soft ice cream
U+1F367 ;	emoji ;	333 ;	dessert, food, ice, restaurant, shaved, sweet ;	j 	# V6.0 (🍧) shaved ice
U+1F368 ;	emoji ;	334 ;	cream, dessert, food, ice, restaurant, sweet ;	j 	# V6.0 (🍨) ice cream
U+1F369 ;	emoji ;	335 ;	dessert, donut, doughnut, food, restaurant, sweet ;	j 	# V6.0 (🍩) doughnut
U+1F36A ;	emoji ;	336 ;	cookie, dessert, food, restaurant, sweet ;	j 	# V6.0 (🍪) cookie
U+1F382 ;	emoji ;	337 ;	birthday, cake, celebration, dessert, food, sweet ;	j 	# V6.0 (🎂) birthday cake
U+1F370 ;	emoji ;	338 ;	cake, dessert, food, restaurant, shortcake, sliced, sweet ;	j 	# V6.0 (🍰) shortcake
U+1F36B ;	emoji ;	339 ;	bar, chocolate, dessert, food, restaurant, sweet ;	j 	# V6.0 (🍫) chocolate bar
U+1F36C ;	emoji ;	340 ;	candy, dessert, food, restaurant, sweet ;	j 	# V6.0 (🍬) candy
U+1F36D ;	emoji ;	341 ;	candy, dessert, food, lollipop, restaurant, sweet ;	j 	# V6.0 (🍭) lollipop
U+1F36E ;	emoji ;	342 ;	custard, dessert, food, pudding, restaurant, sweet ;	j 	# V6.0 (🍮) custard
U+1F36F ;	emoji ;	343 ;	food, honey, honeypot, pot, restaurant, sweet ;	j 	# V6.0 (🍯) honey pot
U+2615 ;	emoji ;	344 ;	beverage, coffee, drink, food, hot, tea ;	j 	# V4.0 (☕) hot beverage
U+1F375 ;	emoji ;	345 ;	cup, drink, food, tea, teacup ;	j 	# V6.0 (🍵) teacup without handle
U+1F376 ;	emoji ;	346 ;	bar, bottle, cup, drink, food, restaurant, sake ;	j 	# V6.0 (🍶) sake bottle and cup
U+1F377 ;	emoji ;	347 ;	bar, drink, food, glass, restaurant, wine ;	j 	# V6.0 (🍷) wine glass
U+1F378 ;	emoji ;	348 ;	bar, cocktail, drink, food, glass, restaurant ;	jw 	# V6.0 (🍸) cocktail glass
U+1F379 ;	emoji ;	349 ;	bar, drink, food, restaurant, tropical ;	j 	# V6.0 (🍹) tropical drink
U+1F37A ;	emoji ;	350 ;	bar, beer, drink, food, mug, restaurant ;	j 	# V6.0 (🍺) beer mug
U+1F37B ;	emoji ;	351 ;	bar, beer, beers, clinking, drink, food, mugs, restaurant ;	j 	# V6.0 (🍻) clinking beer mugs
U+1F37C ;	emoji ;	352 ;	baby, bottle, drink, food, milk ;	x 	# V6.0 (🍼) baby bottle
U+1F37D ;	text ;	353 ;	food, fork, knife, plate, restaurant ;	w 	# V7.0 (🍽) fork and knife with plate
U+1F374 ;	emoji ;	354 ;	food, fork, knife, restaurant ;	j 	# V6.0 (🍴) fork and knife
U+1F373 ;	emoji ;	355 ;	cooking, egg, food, frying, pan, restaurant ;	j 	# V6.0 (🍳) cooking
U+1F30D ;	emoji ;	356 ;	africa, earth, europe, globe, nature, place ;	w 	# V6.0 (🌍) earth globe europe-africa
U+1F30E ;	emoji ;	357 ;	americas, earth, globe, nature, place ;	w 	# V6.0 (🌎) earth globe americas
U+1F30F ;	emoji ;	358 ;	asia, australia, earth, globe, nature, place ;	jw 	# V6.0 (🌏) earth globe asia-australia
U+1F310 ;	emoji ;	359 ;	globe, meridians, nature, place ;	x 	# V6.0 (🌐) globe with meridians
U+1F5FA ;	text ;	360 ;	map, place, world ;	w 	# V7.0 (🗺) world map
U+1F3D4 ;	text ;	361 ;	cold, mountain, nature, place, snow ;	w 	# V7.0 (🏔) snow capped mountain
U+26F0 ;	text ;	362 ;	mountain, place ;	a 	# V5.2 (⛰) mountain
U+1F30B ;	emoji ;	363 ;	eruption, place, volcano, weather ;	j 	# V6.0 (🌋) volcano
U+1F5FB ;	emoji ;	364 ;	fuji, mountain, place ;	j 	# V6.0 (🗻) mount fuji
U+1F3D5 ;	text ;	365 ;	camping, nature, place ;	w 	# V7.0 (🏕) camping
U+1F3D6 ;	text ;	366 ;	beach, nature, place, umbrella ;	w 	# V7.0 (🏖) beach with umbrella
U+1F3DC ;	text ;	367 ;	desert, nature, place ;	w 	# V7.0 (🏜) desert
U+1F3DD ;	text ;	368 ;	desert, island, nature, place ;	w 	# V7.0 (🏝) desert island
U+1F3DE ;	text ;	369 ;	national park, nature, park, place ;	w 	# V7.0 (🏞) national park
U+1F3DF ;	text ;	370 ;	place, stadium ;	w 	# V7.0 (🏟) stadium
U+1F3DB ;	text ;	371 ;	building, classical, place ;	w 	# V7.0 (🏛) classical building
U+1F3D7 ;	text ;	372 ;	building, construction, place ;	w 	# V7.0 (🏗) building construction
U+1F3D8 ;	text ;	373 ;	building, house, place ;	w 	# V7.0 (🏘) house buildings
U+1F3D9 ;	text ;	374 ;	building, city, place ;	w 	# V7.0 (🏙) cityscape
U+1F3DA ;	text ;	375 ;	building, derelict, house, place ;	w 	# V7.0 (🏚) derelict house building
U+1F3E0 ;	emoji ;	376 ;	building, house, place ;	jw 	# V6.0 (🏠) house building
U+1F3E1 ;	emoji ;	377 ;	building, garden, home, house, place ;	j 	# V6.0 (🏡) house with garden
U+26EA ;	emoji ;	378 ;	building, christian, church, cross, place, religion ;	aj 	# V5.2 (⛪) church
U+1F3E2 ;	emoji ;	379 ;	building, office, place ;	j 	# V6.0 (🏢) office building
U+1F3E3 ;	emoji ;	380 ;	building, japanese, office, place, post ;	j 	# V6.0 (🏣) japanese post office
U+1F3E4 ;	emoji ;	381 ;	building, european, office, place, post ;	x 	# V6.0 (🏤) european post office
U+1F3E5 ;	emoji ;	382 ;	building, hospital, place ;	j 	# V6.0 (🏥) hospital
U+1F3E6 ;	emoji ;	383 ;	bank, building, place ;	j 	# V6.0 (🏦) bank
U+1F3E8 ;	emoji ;	384 ;	building, hotel, place ;	j 	# V6.0 (🏨) hotel
U+1F3E9 ;	emoji ;	385 ;	building, hotel, love, place ;	j 	# V6.0 (🏩) love hotel
U+1F3EA ;	emoji ;	386 ;	building, convenience, place, store ;	j 	# V6.0 (🏪) convenience store
U+1F3EB ;	emoji ;	387 ;	building, place, school ;	j 	# V6.0 (🏫) school
U+1F3EC ;	emoji ;	388 ;	building, department, place, store ;	j 	# V6.0 (🏬) department store
U+1F3ED ;	emoji ;	389 ;	building, factory, place ;	jw 	# V6.0 (🏭) factory
U+1F3EF ;	emoji ;	390 ;	building, castle, japanese, place ;	j 	# V6.0 (🏯) japanese castle
U+1F3F0 ;	emoji ;	391 ;	building, castle, european, place ;	j 	# V6.0 (🏰) european castle
U+1F492 ;	emoji ;	392 ;	activity, chapel, place, romance, wedding ;	j 	# V6.0 (💒) wedding
U+1F5FC ;	emoji ;	393 ;	place, tokyo, tower ;	j 	# V6.0 (🗼) tokyo tower
U+1F5FD ;	emoji ;	394 ;	liberty, place, statue ;	j 	# V6.0 (🗽) statue of liberty
U+1F5FE ;	emoji ;	395 ;	japan, map, place ;	j 	# V6.0 (🗾) silhouette of japan
U+26F2 ;	emoji ;	396 ;	fountain, object, place ;	aj 	# V5.2 (⛲) fountain
U+26FA ;	emoji ;	397 ;	camping, place, tent ;	aj 	# V5.2 (⛺) tent
U+1F301 ;	emoji ;	398 ;	fog, foggy, place, weather ;	j 	# V6.0 (🌁) foggy
U+1F303 ;	emoji ;	399 ;	night, place, star, stars, weather ;	j 	# V6.0 (🌃) night with stars
U+1F304 ;	emoji ;	400 ;	morning, mountain, place, sun, sunrise, weather ;	j 	# V6.0 (🌄) sunrise over mountains
U+1F305 ;	emoji ;	401 ;	morning, place, sun, sunrise, weather ;	j 	# V6.0 (🌅) sunrise
U+1F306 ;	emoji ;	402 ;	building, city, dusk, evening, landscape, place, sunset, weather ;	j 	# V6.0 (🌆) cityscape at dusk
U+1F307 ;	emoji ;	403 ;	building, dusk, place, sunset, weather ;	j 	# V6.0 (🌇) sunset over buildings
U+1F309 ;	emoji ;	404 ;	bridge, night, place, weather ;	j 	# V6.0 (🌉) bridge at night
U+1F30A ;	emoji ;	405 ;	ocean, place, water, wave, waves, weather ;	j 	# V6.0 (🌊) water wave
U+2668 ;	text ;	406 ;	hot, hotsprings, springs, travel ;	aj 	# V1.1 (♨) hot springs
U+1F5FF ;	emoji ;	407 ;	face, moyai, statue, travel ;	j 	# V6.0 (🗿) moyai
U+1F30C ;	emoji ;	408 ;	milky way, place, weather ;	j 	# V6.0 (🌌) milky way
U+1F3A0 ;	emoji ;	409 ;	activity, carousel, entertainment, horse, place ;	j 	# V6.0 (🎠) carousel horse
U+1F3A1 ;	emoji ;	410 ;	activity, amusement park, entertainment, ferris, place, wheel ;	j 	# V6.0 (🎡) ferris wheel
U+1F3A2 ;	emoji ;	411 ;	activity, amusement park, coaster, entertainment, place, roller ;	j 	# V6.0 (🎢) roller coaster
U+1F488 ;	emoji ;	412 ;	barber, place, pole, shop ;	j 	# V6.0 (💈) barber pole
U+1F3AA ;	emoji ;	413 ;	activity, circus, entertainment, place, tent ;	j 	# V6.0 (🎪) circus tent
U+1F3AB ;	emoji ;	414 ;	activity, admission, entertainment, object, place, ticket ;	j 	# V6.0 (🎫) ticket
U+1F3AD ;	emoji ;	415 ;	activity, art, entertainment, face, mask, object, performing, place ;	jw 	# V6.0 (🎭) performing arts
U+1F3B0 ;	emoji ;	416 ;	activity, game, object, place, slot ;	j 	# V6.0 (🎰) slot machine
U+1F682 ;	emoji ;	417 ;	locomotive, railway, steam, train, travel, vehicle ;	x 	# V6.0 (🚂) steam locomotive
U+1F683 ;	emoji ;	418 ;	car, electric, railway, train, tram, travel, trolleybus, vehicle ;	j 	# V6.0 (🚃) railway car
U+1F684 ;	emoji ;	419 ;	railway, shinkansen, speed, train, travel, vehicle ;	j 	# V6.0 (🚄) high-speed train
U+1F685 ;	emoji ;	420 ;	bullet, railway, shinkansen, speed, train, travel, vehicle ;	j 	# V6.0 (🚅) high-speed train with bullet nose
U+1F686 ;	emoji ;	421 ;	railway, train, travel, vehicle ;	x 	# V6.0 (🚆) train
U+1F687 ;	emoji ;	422 ;	metro, subway, travel, vehicle ;	jw 	# V6.0 (🚇) metro
U+1F688 ;	emoji ;	423 ;	light, railway, travel, vehicle ;	x 	# V6.0 (🚈) light rail
U+1F689 ;	emoji ;	424 ;	railway, station, train, travel, vehicle ;	j 	# V6.0 (🚉) station
U+1F68A ;	emoji ;	425 ;	tram, travel, trolleybus, vehicle ;	x 	# V6.0 (🚊) tram
U+1F69D ;	emoji ;	426 ;	monorail, travel, vehicle ;	x 	# V6.0 (🚝) monorail
U+1F69E ;	emoji ;	427 ;	car, mountain, railway, travel, vehicle ;	x 	# V6.0 (🚞) mountain railway
U+1F68B ;	emoji ;	428 ;	car, tram, travel, trolleybus, vehicle ;	x 	# V6.0 (🚋) tram car
U+1F68C ;	emoji ;	429 ;	bus, travel, vehicle ;	j 	# V6.0 (🚌) bus
U+1F68D ;	emoji ;	430 ;	bus, oncoming, travel, vehicle ;	w 	# V6.0 (🚍) oncoming bus
U+1F68E ;	emoji ;	431 ;	bus, tram, travel, trolley, trolleybus, vehicle ;	x 	# V6.0 (🚎) trolleybus
U+1F68F ;	emoji ;	432 ;	bus, busstop, stop, travel, vehicle ;	j 	# V6.0 (🚏) bus stop
U+1F690 ;	emoji ;	433 ;	bus, minibus, travel, vehicle ;	x 	# V6.0 (🚐) minibus
U+1F691 ;	emoji ;	434 ;	ambulance, travel, vehicle ;	jw 	# V6.0 (🚑) ambulance
U+1F692 ;	emoji ;	435 ;	engine, fire, travel, truck, vehicle ;	j 	# V6.0 (🚒) fire engine
U+1F693 ;	emoji ;	436 ;	car, patrol, police, travel, vehicle ;	j 	# V6.0 (🚓) police car
U+1F694 ;	emoji ;	437 ;	car, oncoming, police, travel, vehicle ;	w 	# V6.0 (🚔) oncoming police car
U+1F695 ;	emoji ;	438 ;	taxi, travel, vehicle ;	j 	# V6.0 (🚕) taxi
U+1F696 ;	emoji ;	439 ;	oncoming, taxi, travel, vehicle ;	x 	# V6.0 (🚖) oncoming taxi
U+1F697 ;	emoji ;	440 ;	automobile, car, travel, vehicle ;	j 	# V6.0 (🚗) automobile
U+1F698 ;	emoji ;	441 ;	automobile, car, oncoming, travel, vehicle ;	w 	# V6.0 (🚘) oncoming automobile
U+1F699 ;	emoji ;	442 ;	recreational, rv, travel, vehicle ;	j 	# V6.0 (🚙) recreational vehicle
U+1F69A ;	emoji ;	443 ;	delivery, travel, truck, vehicle ;	j 	# V6.0 (🚚) delivery truck
U+1F69B ;	emoji ;	444 ;	lorry, semi, travel, truck, vehicle ;	x 	# V6.0 (🚛) articulated lorry
U+1F69C ;	emoji ;	445 ;	tractor, travel, vehicle ;	x 	# V6.0 (🚜) tractor
U+1F6B2 ;	emoji ;	446 ;	bicycle, bicycling, bike, biking, sport, travel, vehicle ;	jw 	# V6.0 (🚲) bicycle
U+1F6B3 ;	emoji ;	447 ;	bicycle, bicycling, bike, biking, forbidden, no, not, prohibited, sport, travel, vehicle ;	x 	# V6.0 (🚳) no bicycles
U+1F6B4 ;	emoji ;	448 ;	bicycle, bicycling, bicyclist, bike, biking, cyclist, fitz-optional, human, person, sport, travel ;	x 	# V6.0 (🚴) bicyclist
U+1F6B5 ;	emoji ;	449 ;	bicycle, bicycling, bicyclist, bike, biking, cyclist, fitz-optional, human, mountain, person, sport, travel ;	x 	# V6.0 (🚵) mountain bicyclist
U+1F3CE ;	text ;	450 ;	car, racing, sport, travel ;	w 	# V7.0 (🏎) racing car
U+1F3CD ;	text ;	451 ;	human, motorcycle, person, racing, sport, travel ;	w 	# V7.0 (🏍) racing motorcycle
U+26FD ;	emoji ;	452 ;	fuel, fuelpump, gas, pump, station, travel ;	aj 	# V5.2 (⛽) fuel pump
U+1F6E3 ;	text ;	453 ;	motorway, travel ;	w 	# V7.0 (🛣) motorway
U+1F6E4 ;	text ;	454 ;	railway, track, travel ;	w 	# V7.0 (🛤) railway track
U+1F6A8 ;	emoji ;	455 ;	beacon, car, light, police, revolving, travel ;	j 	# V6.0 (🚨) police cars revolving light
U+2388 ;	text ;	456 ;	helm, travel ;	x 	# V3.0 (⎈) helm symbol
U+2693 ;	emoji ;	457 ;	anchor, travel ;	aj 	# V4.1 (⚓) anchor
U+26F5 ;	emoji ;	458 ;	boat, resort, sailboat, sea, travel, yacht ;	aj 	# V5.2 (⛵) sailboat
U+1F6A3 ;	emoji ;	459 ;	boat, fitz-optional, rowboat, travel, vehicle ;	x 	# V6.0 (🚣) rowboat
U+1F6A4 ;	emoji ;	460 ;	boat, speedboat, travel, vehicle ;	j 	# V6.0 (🚤) speedboat
U+1F6F3 ;	text ;	461 ;	passenger, ship, travel, vehicle ;	w 	# V7.0 (🛳) passenger ship
U+26F4 ;	text ;	462 ;	ferry, travel ;	a 	# V5.2 (⛴) ferry
U+1F6E5 ;	text ;	463 ;	boat, motorboat, travel, vehicle ;	w 	# V7.0 (🛥) motor boat
U+1F6A2 ;	emoji ;	464 ;	ship, travel, vehicle ;	j 	# V6.0 (🚢) ship
U+2708 ;	text ;	465 ;	airplane, travel ;	zajw 	# V1.1 (✈) airplane
U+1F6E9 ;	text ;	466 ;	airplane, travel, vehicle ;	w 	# V7.0 (🛩) small airplane
U+1F6EB ;	emoji ;	467 ;	airplane, check-in, departure, departures, travel, vehicle ;	x 	# V7.0 (🛫) airplane departure
U+1F6EC ;	emoji ;	468 ;	airplane, arrivals, arriving, travel, vehicle ;	x 	# V7.0 (🛬) airplane arriving
U+1F4BA ;	emoji ;	469 ;	chair, office, seat, travel ;	j 	# V6.0 (💺) seat
U+1F681 ;	emoji ;	470 ;	helicopter, travel, vehicle ;	x 	# V6.0 (🚁) helicopter
U+1F69F ;	emoji ;	471 ;	railway, suspension, travel, vehicle ;	x 	# V6.0 (🚟) suspension railway
U+1F6A0 ;	emoji ;	472 ;	cable, gondola, mountain, travel, vehicle ;	x 	# V6.0 (🚠) mountain cableway
U+1F6A1 ;	emoji ;	473 ;	aerial, cable, car, gondola, ropeway, tramway, travel, vehicle ;	x 	# V6.0 (🚡) aerial tramway
