# File: MathClassEx.txt
# Revision: 16.0
# Date: 2025-07-01
#
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr25/
#
# ------------------------------------------------
# This file is a classification of characters based on their usage in
# mathematical notation and providing a mapping to standard entity
# sets commonly used for SGML and MathML documents.
#
# While the contents of this file represent the best information
# available to the authors and the Unicode Technical Committee as
# of the date referenced above, it is likely that the information
# in this file will change from time to time.
#
# This file is *NOT* formally part of the Unicode Character Database
# at this time.
#
# The character encoding of this plain-text file is UTF-8.
#
# The data consists of 8 fields. The number and type of fields may change
# in future versions of this file.
#
# 1: code point or range
#
# 2: class, one of:
#
#	N - Normal - includes all digits and symbols requiring only one form
#	A - Alphabetic
#	B - Binary
#	C - Closing - usually paired with opening delimiter
#	D - Diacritic
#	F - Fence - unpaired delimiter (often used as opening or closing)
#	G - Glyph_Part - piece of large operator
#	L - Large - n-ary or large operator, often takes limits
#	O - Opening - usually paired with closing delimiter
#	P - Punctuation
#	R - Relation - includes arrows
#	S - Space
#	U - Unary - operators that are only unary
#	V - Vary - operators that can be unary or binary depending on context
#	X - Special - characters not covered by other classes
#
# The C, O, and F operators are stretchy. In addition, some binary operators such
# as U+002F are stretchy as noted in the descriptive comments. The classes are
# also useful in determining extra spacing around the operators as discussed
# in UTR #25.
#
# 3: entity name
#
# 4: entity set
#
# 5: descriptive comments (of various types)
# The descriptive comments provide more information about a character,
# or its specific appearance. Some descriptions contain common macro
# names (with slash) but in the majority of cases, the description is
# simply the description of the entity in the published entity set, if
# different from the formal Unicode character name. Minor differences
# in word order, punctuation and verb forms have been ignored, but not
# systematic differences in terminology, such as filled vs. black.
# In principle this allows location of entities by their description.
#
# 6: Comment with Unicode General Category, character (UTf-8)
#    and Unicode character name or names
#    Character names are provided for ease of reference only.
#
# Fields are delimited by ';'.
# Spaces adjacent to the delimiter or the '#' are not significant
# Future versions of this file may use different amounts of whitespace.
#
# Some character positions in the Mathematical Alphanumeric Symbols block are
# reserved and have been mapped to the Letterlike Symbols block in Unicode.
# This is indicated in 24 special purpose comments.
#
# The character repertoire of this revision is the repertoire of Unicode
# Version 17.0. For more information see Revision 16 or later of UTR #25.
# ------------------------------------------------

#code point;class;entity;set;note/description # comment/Unicode name
1D546;A;Oopf;HTML-MathML; # Lu (𝕆) MATHEMATICAL DOUBLE-STRUCK CAPITAL O
#1D547=2119;A;;; # 
#1D548=211A;A;;; # 
#1D549=211D;A;;; # 
1D54A;A;Sopf;HTML-MathML; # Lu (𝕊) MATHEMATICAL DOUBLE-STRUCK CAPITAL S
1D54B;A;Topf;HTML-MathML; # Lu (𝕋) MATHEMATICAL DOUBLE-STRUCK CAPITAL T
1D54C;A;Uopf;HTML-MathML; # Lu (𝕌) MATHEMATICAL DOUBLE-STRUCK CAPITAL U
1D54D;A;Vopf;HTML-MathML; # Lu (𝕍) MATHEMATICAL DOUBLE-STRUCK CAPITAL V
1D54E;A;Wopf;HTML-MathML; # Lu (𝕎) MATHEMATICAL DOUBLE-STRUCK CAPITAL W
1D54F;A;Xopf;HTML-MathML; # Lu (𝕏) MATHEMATICAL DOUBLE-STRUCK CAPITAL X
1D550;A;Yopf;HTML-MathML; # Lu (𝕐) MATHEMATICAL DOUBLE-STRUCK CAPITAL Y
#1D551=2124;A;;; # 
1D552;A;aopf;HTML-MathML; # Ll (𝕒) MATHEMATICAL DOUBLE-STRUCK SMALL A
1D553;A;bopf;HTML-MathML; # Ll (𝕓) MATHEMATICAL DOUBLE-STRUCK SMALL B
1D554;A;copf;HTML-MathML; # Ll (𝕔) MATHEMATICAL DOUBLE-STRUCK SMALL C
1D555;A;dopf;HTML-MathML; # Ll (𝕕) MATHEMATICAL DOUBLE-STRUCK SMALL D
1D556;A;eopf;HTML-MathML; # Ll (𝕖) MATHEMATICAL DOUBLE-STRUCK SMALL E
1D557;A;fopf;HTML-MathML; # Ll (𝕗) MATHEMATICAL DOUBLE-STRUCK SMALL F
1D558;A;gopf;HTML-MathML; # Ll (𝕘) MATHEMATICAL DOUBLE-STRUCK SMALL G
1D559;A;hopf;HTML-MathML; # Ll (𝕙) MATHEMATICAL DOUBLE-STRUCK SMALL H
1D55A;A;iopf;HTML-MathML; # Ll (𝕚) MATHEMATICAL DOUBLE-STRUCK SMALL I
1D55B;A;jopf;HTML-MathML; # Ll (𝕛) MATHEMATICAL DOUBLE-STRUCK SMALL J
1D55C;A;kopf;HTML-MathML; # Ll (𝕜) MATHEMATICAL DOUBLE-STRUCK SMALL K
1D55D;A;lopf;HTML-MathML; # Ll (𝕝) MATHEMATICAL DOUBLE-STRUCK SMALL L
1D55E;A;mopf;HTML-MathML; # Ll (𝕞) MATHEMATICAL DOUBLE-STRUCK SMALL M
1D55F;A;nopf;HTML-MathML; # Ll (𝕟) MATHEMATICAL DOUBLE-STRUCK SMALL N
1D560;A;oopf;HTML-MathML; # Ll (𝕠) MATHEMATICAL DOUBLE-STRUCK SMALL O
1D561;A;popf;HTML-MathML; # Ll (𝕡) MATHEMATICAL DOUBLE-STRUCK SMALL P
1D562;A;qopf;HTML-MathML; # Ll (𝕢) MATHEMATICAL DOUBLE-STRUCK SMALL Q
1D563;A;ropf;HTML-MathML; # Ll (𝕣) MATHEMATICAL DOUBLE-STRUCK SMALL R
1D564;A;sopf;HTML-MathML; # Ll (𝕤) MATHEMATICAL DOUBLE-STRUCK SMALL S
1D565;A;topf;HTML-MathML; # Ll (𝕥) MATHEMATICAL DOUBLE-STRUCK SMALL T
1D566;A;uopf;HTML-MathML; # Ll (𝕦) MATHEMATICAL DOUBLE-STRUCK SMALL U
1D567;A;vopf;HTML-MathML; # Ll (𝕧) MATHEMATICAL DOUBLE-STRUCK SMALL V
1D568;A;wopf;HTML-MathML; # Ll (𝕨) MATHEMATICAL DOUBLE-STRUCK SMALL W
1D569;A;xopf;HTML-MathML; # Ll (𝕩) MATHEMATICAL DOUBLE-STRUCK SMALL X
1D56A;A;yopf;HTML-MathML; # Ll (𝕪) MATHEMATICAL DOUBLE-STRUCK SMALL Y
1D56B;A;zopf;HTML-MathML; # Ll (𝕫) MATHEMATICAL DOUBLE-STRUCK SMALL Z
1D56C;A;;; # Lu (𝕬) MATHEMATICAL BOLD FRAKTUR CAPITAL A
1D56D;A;;; # Lu (𝕭) MATHEMATICAL BOLD FRAKTUR CAPITAL B
1D56E;A;;; # Lu (𝕮) MATHEMATICAL BOLD FRAKTUR CAPITAL C
1D56F;A;;; # Lu (𝕯) MATHEMATICAL BOLD FRAKTUR CAPITAL D
1D570;A;;; # Lu (𝕰) MATHEMATICAL BOLD FRAKTUR CAPITAL E
1D571;A;;; # Lu (𝕱) MATHEMATICAL BOLD FRAKTUR CAPITAL F
1D572;A;;; # Lu (𝕲) MATHEMATICAL BOLD FRAKTUR CAPITAL G
1D573;A;;; # Lu (𝕳) MATHEMATICAL BOLD FRAKTUR CAPITAL H
1D574;A;;; # Lu (𝕴) MATHEMATICAL BOLD FRAKTUR CAPITAL I
1D575;A;;; # Lu (𝕵) MATHEMATICAL BOLD FRAKTUR CAPITAL J
1D576;A;;; # Lu (𝕶) MATHEMATICAL BOLD FRAKTUR CAPITAL K
1D577;A;;; # Lu (𝕷) MATHEMATICAL BOLD FRAKTUR CAPITAL L
1D578;A;;; # Lu (𝕸) MATHEMATICAL BOLD FRAKTUR CAPITAL M
1D579;A;;; # Lu (𝕹) MATHEMATICAL BOLD FRAKTUR CAPITAL N
1D57A;A;;; # Lu (𝕺) MATHEMATICAL BOLD FRAKTUR CAPITAL O
1D57B;A;;; # Lu (𝕻) MATHEMATICAL BOLD FRAKTUR CAPITAL P
1D57C;A;;; # Lu (𝕼) MATHEMATICAL BOLD FRAKTUR CAPITAL Q
1D57D;A;;; # Lu (𝕽) MATHEMATICAL BOLD FRAKTUR CAPITAL R
1D57E;A;;; # Lu (𝕾) MATHEMATICAL BOLD FRAKTUR CAPITAL S
1D57F;A;;; # Lu (𝕿) MATHEMATICAL BOLD FRAKTUR CAPITAL T
1D580;A;;; # Lu (𝖀) MATHEMATICAL BOLD FRAKTUR CAPITAL U
1D581;A;;; # Lu (𝖁) MATHEMATICAL BOLD FRAKTUR CAPITAL V
1D582;A;;; # Lu (𝖂) MATHEMATICAL BOLD FRAKTUR CAPITAL W
1D583;A;;; # Lu (𝖃) MATHEMATICAL BOLD FRAKTUR CAPITAL X
1D584;A;;; # Lu (𝖄) MATHEMATICAL BOLD FRAKTUR CAPITAL Y
1D585;A;;; # Lu (𝖅) MATHEMATICAL BOLD FRAKTUR CAPITAL Z
1D586;A;;; # Ll (𝖆) MATHEMATICAL BOLD FRAKTUR SMALL A
1D587;A;;; # Ll (𝖇) MATHEMATICAL BOLD FRAKTUR SMALL B
1D588;A;;; # Ll (𝖈) MATHEMATICAL BOLD FRAKTUR SMALL C
1D589;A;;; # Ll (𝖉) MATHEMATICAL BOLD FRAKTUR SMALL D
1D58A;A;;; # Ll (𝖊) MATHEMATICAL BOLD FRAKTUR SMALL E
1D58B;A;;; # Ll (𝖋) MATHEMATICAL BOLD FRAKTUR SMALL F
1D58C;A;;; # Ll (𝖌) MATHEMATICAL BOLD FRAKTUR SMALL G
1D58D;A;;; # Ll (𝖍) MATHEMATICAL BOLD FRAKTUR SMALL H
1D58E;A;;; # Ll (𝖎) MATHEMATICAL BOLD FRAKTUR SMALL I
1D58F;A;;; # Ll (𝖏) MATHEMATICAL BOLD FRAKTUR SMALL J
1D590;A;;; # Ll (𝖐) MATHEMATICAL BOLD FRAKTUR SMALL K
1D591;A;;; # Ll (𝖑) MATHEMATICAL BOLD FRAKTUR SMALL L
1D592;A;;; # Ll (𝖒) MATHEMATICAL BOLD FRAKTUR SMALL M
1D593;A;;; # Ll (𝖓) MATHEMATICAL BOLD FRAKTUR SMALL N
1D594;A;;; # Ll (𝖔) MATHEMATICAL BOLD FRAKTUR SMALL O
1D595;A;;; # Ll (𝖕) MATHEMATICAL BOLD FRAKTUR SMALL P
1D596;A;;; # Ll (𝖖) MATHEMATICAL BOLD FRAKTUR SMALL Q
1D597;A;;; # Ll (𝖗) MATHEMATICAL BOLD FRAKTUR SMALL R
1D598;A;;; # Ll (𝖘) MATHEMATICAL BOLD FRAKTUR SMALL S
1D599;A;;; # Ll (𝖙) MATHEMATICAL BOLD FRAKTUR SMALL T
1D59A;A;;; # Ll (𝖚) MATHEMATICAL BOLD FRAKTUR SMALL U
1D59B;A;;; # Ll (𝖛) MATHEMATICAL BOLD FRAKTUR SMALL V
1D59C;A;;; # Ll (𝖜) MATHEMATICAL BOLD FRAKTUR SMALL W
1D59D;A;;; # Ll (𝖝) MATHEMATICAL BOLD FRAKTUR SMALL X
1D59E;A;;; # Ll (𝖞) MATHEMATICAL BOLD FRAKTUR SMALL Y
1D59F;A;;; # Ll (𝖟) MATHEMATICAL BOLD FRAKTUR SMALL Z
1D5A0;A;;; # Lu (𝖠) MATHEMATICAL SANS-SERIF CAPITAL A
1D5A1;A;;; # Lu (𝖡) MATHEMATICAL SANS-SERIF CAPITAL B
1D5A2;A;;; # Lu (𝖢) MATHEMATICAL SANS-SERIF CAPITAL C
1D5A3;A;;; # Lu (𝖣) MATHEMATICAL SANS-SERIF CAPITAL D
1D5A4;A;;; # Lu (𝖤) MATHEMATICAL SANS-SERIF CAPITAL E
1D5A5;A;;; # Lu (𝖥) MATHEMATICAL SANS-SERIF CAPITAL F
1D5A6;A;;; # Lu (𝖦) MATHEMATICAL SANS-SERIF CAPITAL G
1D5A7;A;;; # Lu (𝖧) MATHEMATICAL SANS-SERIF CAPITAL H
1D5A8;A;;; # Lu (𝖨) MATHEMATICAL SANS-SERIF CAPITAL I
1D5A9;A;;; # Lu (𝖩) MATHEMATICAL SANS-SERIF CAPITAL J
1D5AA;A;;; # Lu (𝖪) MATHEMATICAL SANS-SERIF CAPITAL K
1D5AB;A;;; # Lu (𝖫) MATHEMATICAL SANS-SERIF CAPITAL L
1D5AC;A;;; # Lu (𝖬) MATHEMATICAL SANS-SERIF CAPITAL M
1D5AD;A;;; # Lu (𝖭) MATHEMATICAL SANS-SERIF CAPITAL N
1D5AE;A;;; # Lu (𝖮) MATHEMATICAL SANS-SERIF CAPITAL O
1D5AF;A;;; # Lu (𝖯) MATHEMATICAL SANS-SERIF CAPITAL P
1D5B0;A;;; # Lu (𝖰) MATHEMATICAL SANS-SERIF CAPITAL Q
1D5B1;A;;; # Lu (𝖱) MATHEMATICAL SANS-SERIF CAPITAL R
1D5B2;A;;; # Lu (𝖲) MATHEMATICAL SANS-SERIF CAPITAL S
1D5B3;A;;; # Lu (𝖳) MATHEMATICAL SANS-SERIF CAPITAL T
1D5B4;A;;; # Lu (𝖴) MATHEMATICAL SANS-SERIF CAPITAL U
1D5B5;A;;; # Lu (𝖵) MATHEMATICAL SANS-SERIF CAPITAL V
1D5B6;A;;; # Lu (𝖶) MATHEMATICAL SANS-SERIF CAPITAL W
1D5B7;A;;; # Lu (𝖷) MATHEMATICAL SANS-SERIF CAPITAL X
1D5B8;A;;; # Lu (𝖸) MATHEMATICAL SANS-SERIF CAPITAL Y
1D5B9;A;;; # Lu (𝖹) MATHEMATICAL SANS-SERIF CAPITAL Z
1D5BA;A;;; # Ll (𝖺) MATHEMATICAL SANS-SERIF SMALL A
1D5BB;A;;; # Ll (𝖻) MATHEMATICAL SANS-SERIF SMALL B
1D5BC;A;;; # Ll (𝖼) MATHEMATICAL SANS-SERIF SMALL C
1D5BD;A;;; # Ll (𝖽) MATHEMATICAL SANS-SERIF SMALL D
1D5BE;A;;; # Ll (𝖾) MATHEMATICAL SANS-SERIF SMALL E
1D5BF;A;;; # Ll (𝖿) MATHEMATICAL SANS-SERIF SMALL F
1D5C0;A;;; # Ll (𝗀) MATHEMATICAL SANS-SERIF SMALL G
1D5C1;A;;; # Ll (𝗁) MATHEMATICAL SANS-SERIF SMALL H
1D5C2;A;;; # Ll (𝗂) MATHEMATICAL SANS-SERIF SMALL I
1D5C3;A;;; # Ll (𝗃) MATHEMATICAL SANS-SERIF SMALL J
1D5C4;A;;; # Ll (𝗄) MATHEMATICAL SANS-SERIF SMALL K
1D5C5;A;;; # Ll (𝗅) MATHEMATICAL SANS-SERIF SMALL L
1D5C6;A;;; # Ll (𝗆) MATHEMATICAL SANS-SERIF SMALL M
1D5C7;A;;; # Ll (𝗇) MATHEMATICAL SANS-SERIF SMALL N
1D5C8;A;;; # Ll (𝗈) MATHEMATICAL SANS-SERIF SMALL O
1D5C9;A;;; # Ll (𝗉) MATHEMATICAL SANS-SERIF SMALL P
1D5CA;A;;; # Ll (𝗊) MATHEMATICAL SANS-SERIF SMALL Q
1D5CB;A;;; # Ll (𝗋) MATHEMATICAL SANS-SERIF SMALL R
1D5CC;A;;; # Ll (𝗌) MATHEMATICAL SANS-SERIF SMALL S
1D5CD;A;;; # Ll (𝗍) MATHEMATICAL SANS-SERIF SMALL T
1D5CE;A;;; # Ll (𝗎) MATHEMATICAL SANS-SERIF SMALL U
1D5CF;A;;; # Ll (𝗏) MATHEMATICAL SANS-SERIF SMALL V
1D5D0;A;;; # Ll (𝗐) MATHEMATICAL SANS-SERIF SMALL W
1D5D1;A;;; # Ll (𝗑) MATHEMATICAL SANS-SERIF SMALL X
1D5D2;A;;; # Ll (𝗒) MATHEMATICAL SANS-SERIF SMALL Y
1D5D3;A;;; # Ll (𝗓) MATHEMATICAL SANS-SERIF SMALL Z
1D5D4;A;;; # Lu (𝗔) MATHEMATICAL SANS-SERIF BOLD CAPITAL A
1D5D5;A;;; # Lu (𝗕) MATHEMATICAL SANS-SERIF BOLD CAPITAL B
1D5D6;A;;; # Lu (𝗖) MATHEMATICAL SANS-SERIF BOLD CAPITAL C
1D5D7;A;;; # Lu (𝗗) MATHEMATICAL SANS-SERIF BOLD CAPITAL D
1D5D8;A;;; # Lu (𝗘) MATHEMATICAL SANS-SERIF BOLD CAPITAL E
1D5D9;A;;; # Lu (𝗙) MATHEMATICAL SANS-SERIF BOLD CAPITAL F
1D5DA;A;;; # Lu (𝗚) MATHEMATICAL SANS-SERIF BOLD CAPITAL G
1D5DB;A;;; # Lu (𝗛) MATHEMATICAL SANS-SERIF BOLD CAPITAL H
1D5DC;A;;; # Lu (𝗜) MATHEMATICAL SANS-SERIF BOLD CAPITAL I
1D5DD;A;;; # Lu (𝗝) MATHEMATICAL SANS-SERIF BOLD CAPITAL J
1D5DE;A;;; # Lu (𝗞) MATHEMATICAL SANS-SERIF BOLD CAPITAL K
1D5DF;A;;; # Lu (𝗟) MATHEMATICAL SANS-SERIF BOLD CAPITAL L
1D5E0;A;;; # Lu (𝗠) MATHEMATICAL SANS-SERIF BOLD CAPITAL M
1D5E1;A;;; # Lu (𝗡) MATHEMATICAL SANS-SERIF BOLD CAPITAL N
1D5E2;A;;; # Lu (𝗢) MATHEMATICAL SANS-SERIF BOLD CAPITAL O
1D5E3;A;;; # Lu (𝗣) MATHEMATICAL SANS-SERIF BOLD CAPITAL P
1D5E4;A;;; # Lu (𝗤) MATHEMATICAL SANS-SERIF BOLD CAPITAL Q
1D5E5;A;;; # Lu (𝗥) MATHEMATICAL SANS-SERIF BOLD CAPITAL R
1D5E6;A;;; # Lu (𝗦) MATHEMATICAL SANS-SERIF BOLD CAPITAL S
1D5E7;A;;; # Lu (𝗧) MATHEMATICAL SANS-SERIF BOLD CAPITAL T
1D5E8;A;;; # Lu (𝗨) MATHEMATICAL SANS-SERIF BOLD CAPITAL U
1D5E9;A;;; # Lu (𝗩) MATHEMATICAL SANS-SERIF BOLD CAPITAL V
1D5EA;A;;; # Lu (𝗪) MATHEMATICAL SANS-SERIF BOLD CAPITAL W
1D5EB;A;;; # Lu (𝗫) MATHEMATICAL SANS-SERIF BOLD CAPITAL X
1D5EC;A;;; # Lu (𝗬) MATHEMATICAL SANS-SERIF BOLD CAPITAL Y
1D5ED;A;;; # Lu (𝗭) MATHEMATICAL SANS-SERIF BOLD CAPITAL Z
1D5EE;A;;; # Ll (𝗮) MATHEMATICAL SANS-SERIF BOLD SMALL A
1D5EF;A;;; # Ll (𝗯) MATHEMATICAL SANS-SERIF BOLD SMALL B
1D5F0;A;;; # Ll (𝗰) MATHEMATICAL SANS-SERIF BOLD SMALL C
1D5F1;A;;; # Ll (𝗱) MATHEMATICAL SANS-SERIF BOLD SMALL D
1D5F2;A;;; # Ll (𝗲) MATHEMATICAL SANS-SERIF BOLD SMALL E
1D5F3;A;;; # Ll (𝗳) MATHEMATICAL SANS-SERIF BOLD SMALL F
1D5F4;A;;; # Ll (𝗴) MATHEMATICAL SANS-SERIF BOLD SMALL G
1D5F5;A;;; # Ll (𝗵) MATHEMATICAL SANS-SERIF BOLD SMALL H
1D5F6;A;;; # Ll (𝗶) MATHEMATICAL SANS-SERIF BOLD SMALL I
1D5F7;A;;; # Ll (𝗷) MATHEMATICAL SANS-SERIF BOLD SMALL J
1D5F8;A;;; # Ll (𝗸) MATHEMATICAL SANS-SERIF BOLD SMALL K
1D5F9;A;;; # Ll (𝗹) MATHEMATICAL SANS-SERIF BOLD SMALL L
1D5FA;A;;; # Ll (𝗺) MATHEMATICAL SANS-SERIF BOLD SMALL M
1D5FB;A;;; # Ll (𝗻) MATHEMATICAL SANS-SERIF BOLD SMALL N
1D5FC;A;;; # Ll (𝗼) MATHEMATICAL SANS-SERIF BOLD SMALL O
1D5FD;A;;; # Ll (𝗽) MATHEMATICAL SANS-SERIF BOLD SMALL P
1D5FE;A;;; # Ll (𝗾) MATHEMATICAL SANS-SERIF BOLD SMALL Q
1D5FF;A;;; # Ll (𝗿) MATHEMATICAL SANS-SERIF BOLD SMALL R
1D600;A;;; # Ll (𝘀) MATHEMATICAL SANS-SERIF BOLD SMALL S
1D601;A;;; # Ll (𝘁) MATHEMATICAL SANS-SERIF BOLD SMALL T
1D602;A;;; # Ll (𝘂) MATHEMATICAL SANS-SERIF BOLD SMALL U
1D603;A;;; # Ll (𝘃) MATHEMATICAL SANS-SERIF BOLD SMALL V
1D604;A;;; # Ll (𝘄) MATHEMATICAL SANS-SERIF BOLD SMALL W
1D605;A;;; # Ll (𝘅) MATHEMATICAL SANS-SERIF BOLD SMALL X
1D606;A;;; # Ll (𝘆) MATHEMATICAL SANS-SERIF BOLD SMALL Y
1D607;A;;; # Ll (𝘇) MATHEMATICAL SANS-SERIF BOLD SMALL Z
1D608;A;;; # Lu (𝘈) MATHEMATICAL SANS-SERIF ITALIC CAPITAL A
1D609;A;;; # Lu (𝘉) MATHEMATICAL SANS-SERIF ITALIC CAPITAL B
1D60A;A;;; # Lu (𝘊) MATHEMATICAL SANS-SERIF ITALIC CAPITAL C
1D60B;A;;; # Lu (𝘋) MATHEMATICAL SANS-SERIF ITALIC CAPITAL D
1D60C;A;;; # Lu (𝘌) MATHEMATICAL SANS-SERIF ITALIC CAPITAL E
1D60D;A;;; # Lu (𝘍) MATHEMATICAL SANS-SERIF ITALIC CAPITAL F
1D60E;A;;; # Lu (𝘎) MATHEMATICAL SANS-SERIF ITALIC CAPITAL G
1D60F;A;;; # Lu (𝘏) MATHEMATICAL SANS-SERIF ITALIC CAPITAL H
1D610;A;;; # Lu (𝘐) MATHEMATICAL SANS-SERIF ITALIC CAPITAL I
1D611;A;;; # Lu (𝘑) MATHEMATICAL SANS-SERIF ITALIC CAPITAL J
1D612;A;;; # Lu (𝘒) MATHEMATICAL SANS-SERIF ITALIC CAPITAL K
1D613;A;;; # Lu (𝘓) MATHEMATICAL SANS-SERIF ITALIC CAPITAL L
1D614;A;;; # Lu (𝘔) MATHEMATICAL SANS-SERIF ITALIC CAPITAL M
1D615;A;;; # Lu (𝘕) MATHEMATICAL SANS-SERIF ITALIC CAPITAL N
1D616;A;;; # Lu (𝘖) MATHEMATICAL SANS-SERIF ITALIC CAPITAL O
1D617;A;;; # Lu (𝘗) MATHEMATICAL SANS-SERIF ITALIC CAPITAL P
1D618;A;;; # Lu (𝘘) MATHEMATICAL SANS-SERIF ITALIC CAPITAL Q
1D619;A;;; # Lu (𝘙) MATHEMATICAL SANS-SERIF ITALIC CAPITAL R
1D61A;A;;; # Lu (𝘚) MATHEMATICAL SANS-SERIF ITALIC CAPITAL S
1D61B;A;;; # Lu (𝘛) MATHEMATICAL SANS-SERIF ITALIC CAPITAL T
1D61C;A;;; # Lu (𝘜) MATHEMATICAL SANS-SERIF ITALIC CAPITAL U
1D61D;A;;; # Lu (𝘝) MATHEMATICAL SANS-SERIF ITALIC CAPITAL V
1D61E;A;;; # Lu (𝘞) MATHEMATICAL SANS-SERIF ITALIC CAPITAL W
1D61F;A;;; # Lu (𝘟) MATHEMATICAL SANS-SERIF ITALIC CAPITAL X
1D620;A;;; # Lu (𝘠) MATHEMATICAL SANS-SERIF ITALIC CAPITAL Y
1D621;A;;; # Lu (𝘡) MATHEMATICAL SANS-SERIF ITALIC CAPITAL Z
1D622;A;;; # Ll (𝘢) MATHEMATICAL SANS-SERIF ITALIC SMALL A
1D623;A;;; # Ll (𝘣) MATHEMATICAL SANS-SERIF ITALIC SMALL B
1D624;A;;; # Ll (𝘤) MATHEMATICAL SANS-SERIF ITALIC SMALL C
1D625;A;;; # Ll (𝘥) MATHEMATICAL SANS-SERIF ITALIC SMALL D
1D626;A;;; # Ll (𝘦) MATHEMATICAL SANS-SERIF ITALIC SMALL E
1D627;A;;; # Ll (𝘧) MATHEMATICAL SANS-SERIF ITALIC SMALL F
1D628;A;;; # Ll (𝘨) MATHEMATICAL SANS-SERIF ITALIC SMALL G
1D629;A;;; # Ll (𝘩) MATHEMATICAL SANS-SERIF ITALIC SMALL H
1D62A;A;;; # Ll (𝘪) MATHEMATICAL SANS-SERIF ITALIC SMALL I
1D62B;A;;; # Ll (𝘫) MATHEMATICAL SANS-SERIF ITALIC SMALL J
1D62C;A;;; # Ll (𝘬) MATHEMATICAL SANS-SERIF ITALIC SMALL K
1D62D;A;;; # Ll (𝘭) MATHEMATICAL SANS-SERIF ITALIC SMALL L
1D62E;A;;; # Ll (𝘮) MATHEMATICAL SANS-SERIF ITALIC SMALL M
1D62F;A;;; # Ll (𝘯) MATHEMATICAL SANS-SERIF ITALIC SMALL N
1D630;A;;; # Ll (𝘰) MATHEMATICAL SANS-SERIF ITALIC SMALL O
1D631;A;;; # Ll (𝘱) MATHEMATICAL SANS-SERIF ITALIC SMALL P
1D632;A;;; # Ll (𝘲) MATHEMATICAL SANS-SERIF ITALIC SMALL Q
1D633;A;;; # Ll (𝘳) MATHEMATICAL SANS-SERIF ITALIC SMALL R
1D634;A;;; # Ll (𝘴) MATHEMATICAL SANS-SERIF ITALIC SMALL S
1D635;A;;; # Ll (𝘵) MATHEMATICAL SANS-SERIF ITALIC SMALL T
1D636;A;;; # Ll (𝘶) MATHEMATICAL SANS-SERIF ITALIC SMALL U
1D637;A;;; # Ll (𝘷) MATHEMATICAL SANS-SERIF ITALIC SMALL V
1D638;A;;; # Ll (𝘸) MATHEMATICAL SANS-SERIF ITALIC SMALL W
1D639;A;;; # Ll (𝘹) MATHEMATICAL SANS-SERIF ITALIC SMALL X
1D63A;A;;; # Ll (𝘺) MATHEMATICAL SANS-SERIF ITALIC SMALL Y
1D63B;A;;; # Ll (𝘻) MATHEMATICAL SANS-SERIF ITALIC SMALL Z
1D63C;A;;; # Lu (𝘼) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL A
1D63D;A;;; # Lu (𝘽) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL B
1D63E;A;;; # Lu (𝘾) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL C
1D63F;A;;; # Lu (𝘿) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL D
1D640;A;;; # Lu (𝙀) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL E
1D641;A;;; # Lu (𝙁) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL F
1D642;A;;; # Lu (𝙂) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL G
1D643;A;;; # Lu (𝙃) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL H
1D644;A;;; # Lu (𝙄) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL I
1D645;A;;; # Lu (𝙅) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL J
1D646;A;;; # Lu (𝙆) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL K
1D647;A;;; # Lu (𝙇) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL L
1D648;A;;; # Lu (𝙈) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL M
1D649;A;;; # Lu (𝙉) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL N
1D64A;A;;; # Lu (𝙊) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL O
1D64B;A;;; # Lu (𝙋) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL P
1D64C;A;;; # Lu (𝙌) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Q
1D64D;A;;; # Lu (𝙍) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL R
1D64E;A;;; # Lu (𝙎) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL S
1D64F;A;;; # Lu (𝙏) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL T
1D650;A;;; # Lu (𝙐) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL U
1D651;A;;; # Lu (𝙑) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL V
1D652;A;;; # Lu (𝙒) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL W
